"state","s_fips","county","c_fips","happening","happening_oppose"
"CALIFORNIA",6,"MERCED COUNTY",47,74.497,9.735
"COLORADO",8,"GILPIN COUNTY",47,73.733,12.114
"TEXAS",48,"WALKER COUNTY",471,66.374,14.242
"TEXAS",48,"WALLER COUNTY",473,69.575,11.92
"TEXAS",48,"WARD COUNTY",475,66.367,14.825
"TEXAS",48,"WASHINGTON COUNTY",477,58.661,17.872
"TEXAS",48,"WEBB COUNTY",479,78.718,7.572
"TEXAS",48,"WHARTON COUNTY",481,62.744,15.618
"TEXAS",48,"WHEELER COUNTY",483,55.839,23.414
"TEXAS",48,"WICHITA COUNTY",485,66.406,15.844
"TEXAS",48,"WILBARGER COUNTY",487,58.136,15.811
"TEXAS",48,"WILLACY COUNTY",489,74.001,9.105
"ALABAMA",1,"DEKALB COUNTY",49,58.752,20.575
"FLORIDA",12,"HARDEE COUNTY",49,64.143,14.473
"GEORGIA",13,"CHARLTON COUNTY",49,62.91,14.923
"IDAHO",16,"IDAHO COUNTY",49,63.848,18.08
"ILLINOIS",17,"EFFINGHAM COUNTY",49,58.593,21.908
"INDIANA",18,"FULTON COUNTY",49,58.804,19.468
"IOWA",19,"DALLAS COUNTY",49,71.202,14.018
"KANSAS",20,"ELK COUNTY",49,60.115,19.8
"KENTUCKY",21,"CLARK COUNTY",49,61.568,17.16
"LOUISIANA",22,"JACKSON PARISH",49,63.088,14.398
"MICHIGAN",26,"GENESEE COUNTY",49,72.141,11.246
"MINNESOTA",27,"GOODHUE COUNTY",49,66.027,15.061
"MISSISSIPPI",28,"HINDS COUNTY",49,67.847,6.714
"MISSOURI",29,"CLINTON COUNTY",49,59.883,17.182
"MONTANA",30,"LEWIS AND CLARK COUNTY",49,70.393,13.521
"NEBRASKA",31,"DEUEL COUNTY",49,60.407,19.722
"NEW MEXICO",35,"SANTA FE COUNTY",49,77.525,8.858
"NEW YORK",36,"LEWIS COUNTY",49,64.471,15.489
"NORTH CAROLINA",37,"CRAVEN COUNTY",49,67.712,13.799
"NORTH DAKOTA",38,"MCHENRY COUNTY",49,61.643,18.8
"OHIO",39,"FRANKLIN COUNTY",49,79.108,7.916
"OKLAHOMA",40,"GARVIN COUNTY",49,58.03,21.491
"OREGON",41,"MORROW COUNTY",49,58.74,15.275
"PENNSYLVANIA",42,"ERIE COUNTY",49,73.548,10.87
"SOUTH CAROLINA",45,"HAMPTON COUNTY",49,72.674,7.628
"SOUTH DAKOTA",46,"FAULK COUNTY",49,68.077,15.253
"TENNESSEE",47,"FENTRESS COUNTY",49,55.842,21.372
"TEXAS",48,"BROWN COUNTY",49,58.868,21.658
"UTAH",49,"UTAH COUNTY",49,62.665,20.042
"ARKANSAS",5,"FULTON COUNTY",49,60.243,19.824
"VIRGINIA",51,"CUMBERLAND COUNTY",49,68.476,11.033
"WASHINGTON",53,"PACIFIC COUNTY",49,68.119,13.929
"WEST VIRGINIA",54,"MARION COUNTY",49,65.276,16.438
"WISCONSIN",55,"IOWA COUNTY",49,68.235,13.151
"CALIFORNIA",6,"MODOC COUNTY",49,69.76,13.857
"COLORADO",8,"GRAND COUNTY",49,71.013,13.27
"TEXAS",48,"WILLIAMSON COUNTY",491,70.863,13.413
"TEXAS",48,"WILSON COUNTY",493,66.482,16.106
"TEXAS",48,"WINKLER COUNTY",495,65.153,15.493
"TEXAS",48,"WISE COUNTY",497,62.029,19.569
"TEXAS",48,"WOOD COUNTY",499,58.547,21.49
"ALABAMA",1,"BARBOUR COUNTY",5,66.975,10.476
"DELAWARE",10,"SUSSEX COUNTY",5,69.332,13.417
"FLORIDA",12,"BAY COUNTY",5,69.085,14.408
"GEORGIA",13,"BACON COUNTY",5,61.282,17.94
"HAWAII",15,"KALAWAO COUNTY",5,78.733,5.985
"IDAHO",16,"BANNOCK COUNTY",5,71.264,14.168
"ILLINOIS",17,"BOND COUNTY",5,62.153,16.458
"INDIANA",18,"BARTHOLOMEW COUNTY",5,64.508,16.856
"IOWA",19,"ALLAMAKEE COUNTY",5,64.239,15.156
"KANSAS",20,"ATCHISON COUNTY",5,67.005,14.548
"KENTUCKY",21,"ANDERSON COUNTY",5,60.128,19.469
"LOUISIANA",22,"ASCENSION PARISH",5,65.269,15.531
"MAINE",23,"CUMBERLAND COUNTY",5,73.953,8.825
"MARYLAND",24,"BALTIMORE COUNTY",5,80.102,7.181
"MASSACHUSETTS",25,"BRISTOL COUNTY",5,74.005,11.013
"MICHIGAN",26,"ALLEGAN COUNTY",5,62.418,17.415
"MINNESOTA",27,"BECKER COUNTY",5,66.465,15.77
"MISSISSIPPI",28,"AMITE COUNTY",5,63.116,12.688
"MISSOURI",29,"ATCHISON COUNTY",5,57.429,18.768
"MONTANA",30,"BLAINE COUNTY",5,70.491,12.607
"NEBRASKA",31,"ARTHUR COUNTY",5,64.366,18.287
"NEVADA",32,"DOUGLAS COUNTY",5,67.241,16.432
"NEW HAMPSHIRE",33,"CHESHIRE COUNTY",5,73.579,11.19
"NEW JERSEY",34,"BURLINGTON COUNTY",5,76.426,8.156
"NEW MEXICO",35,"CHAVES COUNTY",5,66.606,14.24
"NEW YORK",36,"BRONX COUNTY",5,80.37,4.323
"NORTH CAROLINA",37,"ALLEGHANY COUNTY",5,61.644,18.149
"NORTH DAKOTA",38,"BENSON COUNTY",5,69.835,12.093
"OHIO",39,"ASHLAND COUNTY",5,59.574,18.98
"ARIZONA",4,"COCONINO COUNTY",5,72.083,10.261
"OKLAHOMA",40,"ATOKA COUNTY",5,57.386,19.225
"OREGON",41,"CLACKAMAS COUNTY",5,71.144,13.649
"PENNSYLVANIA",42,"ARMSTRONG COUNTY",5,58.591,18.136
"RHODE ISLAND",44,"NEWPORT COUNTY",5,74.28,10.344
"SOUTH CAROLINA",45,"ALLENDALE COUNTY",5,72.879,5.97
"SOUTH DAKOTA",46,"BEADLE COUNTY",5,63.602,16.663
"TENNESSEE",47,"BENTON COUNTY",5,53.97,19.891
"TEXAS",48,"ANGELINA COUNTY",5,65.85,14.807
"UTAH",49,"CACHE COUNTY",5,69.701,16.35
"ARKANSAS",5,"BAXTER COUNTY",5,63.915,18.066
"VERMONT",50,"CALEDONIA COUNTY",5,70.522,11.281
"VIRGINIA",51,"ALLEGHANY COUNTY",5,61.134,17.861
"WASHINGTON",53,"BENTON COUNTY",5,66.821,15.535
"WEST VIRGINIA",54,"BOONE COUNTY",5,56.755,20.519
"WISCONSIN",55,"BARRON COUNTY",5,63.742,15.555
"WYOMING",56,"CAMPBELL COUNTY",5,53.314,22.095
"CALIFORNIA",6,"AMADOR COUNTY",5,69.23,14.483
"COLORADO",8,"ARAPAHOE COUNTY",5,71.395,12.166
"CONNECTICUT",9,"LITCHFIELD COUNTY",5,67.014,16.032
"ALASKA",2,"BETHEL CENSUS AREA",50,73.782,9.651
"TEXAS",48,"YOAKUM COUNTY",501,63.679,15.316
"TEXAS",48,"YOUNG COUNTY",503,57.874,21.769
"TEXAS",48,"ZAPATA COUNTY",505,80.431,5.916
"TEXAS",48,"ZAVALA COUNTY",507,75.548,8.344
"ALABAMA",1,"ELMORE COUNTY",51,58.695,18.804
"FLORIDA",12,"HENDRY COUNTY",51,76.165,8.381
"GEORGIA",13,"CHATHAM COUNTY",51,75.77,8.372
"IDAHO",16,"JEFFERSON COUNTY",51,60.029,21.322
"ILLINOIS",17,"FAYETTE COUNTY",51,57.202,20.731
"INDIANA",18,"GIBSON COUNTY",51,50.843,20.298
"IOWA",19,"DAVIS COUNTY",51,64.971,15.693
"KANSAS",20,"ELLIS COUNTY",51,62.137,18.686
"KENTUCKY",21,"CLAY COUNTY",51,60.776,17.666
"LOUISIANA",22,"JEFFERSON PARISH",51,70.84,11.018
"MICHIGAN",26,"GLADWIN COUNTY",51,62.973,16.997
"MINNESOTA",27,"GRANT COUNTY",51,67.536,14.776
"MISSISSIPPI",28,"HOLMES COUNTY",51,72.738,5.509
"MISSOURI",29,"COLE COUNTY",51,60.984,17.945
"MONTANA",30,"LIBERTY COUNTY",51,65.095,16.156
"NEBRASKA",31,"DIXON COUNTY",51,60.111,19.605
"NEW MEXICO",35,"SIERRA COUNTY",51,67.968,14.887
"NEW YORK",36,"LIVINGSTON COUNTY",51,65.868,14.14
"NORTH CAROLINA",37,"CUMBERLAND COUNTY",51,75.735,8.852
"NORTH DAKOTA",38,"MCINTOSH COUNTY",51,62.437,17.863
"OHIO",39,"FULTON COUNTY",51,61.245,19.05
"OKLAHOMA",40,"GRADY COUNTY",51,56.541,21.953
"OREGON",41,"MULTNOMAH COUNTY",51,81.703,8.595
"PENNSYLVANIA",42,"FAYETTE COUNTY",51,60.088,16.764
"SOUTH CAROLINA",45,"HORRY COUNTY",51,65.407,14.484
"SOUTH DAKOTA",46,"GRANT COUNTY",51,59.033,16.987
"TENNESSEE",47,"FRANKLIN COUNTY",51,60.199,17.861
"TEXAS",48,"BURLESON COUNTY",51,62.551,17.249
"UTAH",49,"WASATCH COUNTY",51,65.626,17.652
"ARKANSAS",5,"GARLAND COUNTY",51,65.635,15.781
"VIRGINIA",51,"DICKENSON COUNTY",51,56.548,21.382
"WASHINGTON",53,"PEND OREILLE COUNTY",51,65.637,16.212
"WEST VIRGINIA",54,"MARSHALL COUNTY",51,57.397,19.095
"WISCONSIN",55,"IRON COUNTY",51,67.674,14.458
"CALIFORNIA",6,"MONO COUNTY",51,76.637,9.447
"COLORADO",8,"GUNNISON COUNTY",51,76.567,10.509
"MARYLAND",24,"BALTIMORE CITY",510,81.366,3.921
"MISSOURI",29,"ST. LOUIS CITY",510,79.354,5.949
"NEVADA",32,"CARSON CITY",510,70.364,13.858
"VIRGINIA",51,"ALEXANDRIA CITY",510,85.795,5.502
"VIRGINIA",51,"BRISTOL CITY",520,66.644,14.951
"ALABAMA",1,"ESCAMBIA COUNTY",53,57.457,16.087
"FLORIDA",12,"HERNANDO COUNTY",53,63.623,18.34
"GEORGIA",13,"CHATTAHOOCHEE COUNTY",53,73.985,10.439
"IDAHO",16,"JEROME COUNTY",53,62.621,17.587
"ILLINOIS",17,"FORD COUNTY",53,61.279,18.419
"INDIANA",18,"GRANT COUNTY",53,67.938,15.534
"IOWA",19,"DECATUR COUNTY",53,69.028,13.513
"KANSAS",20,"ELLSWORTH COUNTY",53,62.209,18.583
"KENTUCKY",21,"CLINTON COUNTY",53,54.677,21.184
"LOUISIANA",22,"JEFFERSON DAVIS PARISH",53,60.548,17.797
"MICHIGAN",26,"GOGEBIC COUNTY",53,63.19,14.922
"MINNESOTA",27,"HENNEPIN COUNTY",53,78.97,8.251
"MISSISSIPPI",28,"HUMPHREYS COUNTY",53,72.091,6.127
"MISSOURI",29,"COOPER COUNTY",53,63.696,16.541
"MONTANA",30,"LINCOLN COUNTY",53,60.633,19.937
"NEBRASKA",31,"DODGE COUNTY",53,66.415,15.944
"NEW MEXICO",35,"SOCORRO COUNTY",53,77.362,8.13
"NEW YORK",36,"MADISON COUNTY",53,66.932,13.438
"NORTH CAROLINA",37,"CURRITUCK COUNTY",53,62.218,18.793
"NORTH DAKOTA",38,"MCKENZIE COUNTY",53,62.862,18.651
"OHIO",39,"GALLIA COUNTY",53,51.332,20.451
"OKLAHOMA",40,"GRANT COUNTY",53,59.705,21.545
"OREGON",41,"POLK COUNTY",53,72.534,12.072
"PENNSYLVANIA",42,"FOREST COUNTY",53,64.153,13.865
"SOUTH CAROLINA",45,"JASPER COUNTY",53,72.31,7.563
"SOUTH DAKOTA",46,"GREGORY COUNTY",53,61.463,18.654
"TENNESSEE",47,"GIBSON COUNTY",53,56.184,18.09
"TEXAS",48,"BURNET COUNTY",53,62.533,18.55
"UTAH",49,"WASHINGTON COUNTY",53,59.765,22.103
"ARKANSAS",5,"GRANT COUNTY",53,57.481,20.951
"VIRGINIA",51,"DINWIDDIE COUNTY",53,64.829,13.163
"WASHINGTON",53,"PIERCE COUNTY",53,72.841,11.399
"WEST VIRGINIA",54,"MASON COUNTY",53,49.294,20.592
"WISCONSIN",55,"JACKSON COUNTY",53,64.552,15.543
"CALIFORNIA",6,"MONTEREY COUNTY",53,77.684,6.752
"COLORADO",8,"HINSDALE COUNTY",53,69.352,14.648
"VIRGINIA",51,"BUENA VISTA CITY",530,62.819,16.809
"VIRGINIA",51,"CHARLOTTESVILLE CITY",540,81.413,6.82
"ALABAMA",1,"ETOWAH COUNTY",55,59.326,17.791
"FLORIDA",12,"HIGHLANDS COUNTY",55,65.966,14.368
"GEORGIA",13,"CHATTOOGA COUNTY",55,59.15,18.622
"IDAHO",16,"KOOTENAI COUNTY",55,62.714,20.173
"ILLINOIS",17,"FRANKLIN COUNTY",55,61.642,18.445
"INDIANA",18,"GREENE COUNTY",55,59.32,20.359
"IOWA",19,"DELAWARE COUNTY",55,66.755,15.585
"KANSAS",20,"FINNEY COUNTY",55,65.553,12.896
"KENTUCKY",21,"CRITTENDEN COUNTY",55,56.725,20.593
"LOUISIANA",22,"LAFAYETTE PARISH",55,68.619,13.188
"MICHIGAN",26,"GRAND TRAVERSE COUNTY",55,68.25,14.713
"MINNESOTA",27,"HOUSTON COUNTY",55,64.63,15.844
"MISSISSIPPI",28,"ISSAQUENA COUNTY",55,63.618,9.728
"MISSOURI",29,"CRAWFORD COUNTY",55,59.254,19.001
"MONTANA",30,"MCCONE COUNTY",55,63.048,18.311
"NEBRASKA",31,"DOUGLAS COUNTY",55,70.707,10.545
"NEW MEXICO",35,"TAOS COUNTY",55,80.558,7.542
"NEW YORK",36,"MONROE COUNTY",55,74.857,10.725
"NORTH CAROLINA",37,"DARE COUNTY",55,69.271,15.194
"NORTH DAKOTA",38,"MCLEAN COUNTY",55,57.002,17.444
"OHIO",39,"GEAUGA COUNTY",55,67.576,15.884
"OKLAHOMA",40,"GREER COUNTY",55,59.562,20.298
"OREGON",41,"SHERMAN COUNTY",55,66.142,16.612
"PENNSYLVANIA",42,"FRANKLIN COUNTY",55,65.396,14.792
"SOUTH CAROLINA",45,"KERSHAW COUNTY",55,65.304,12.455
"SOUTH DAKOTA",46,"HAAKON COUNTY",55,58.864,20.608
"TENNESSEE",47,"GILES COUNTY",55,60.344,17.503
"TEXAS",48,"CALDWELL COUNTY",55,72.596,11.828
"UTAH",49,"WAYNE COUNTY",55,63.092,18.689
"ARKANSAS",5,"GREENE COUNTY",55,59.873,18.748
"WASHINGTON",53,"SAN JUAN COUNTY",55,79.388,8.534
"WEST VIRGINIA",54,"MERCER COUNTY",55,61.189,18.678
"WISCONSIN",55,"JEFFERSON COUNTY",55,68.48,14.034
"CALIFORNIA",6,"NAPA COUNTY",55,76.344,8.348
"COLORADO",8,"HUERFANO COUNTY",55,74.489,11.133
"VIRGINIA",51,"CHESAPEAKE CITY",550,73.263,9.898
"ALABAMA",1,"FAYETTE COUNTY",57,55.366,20.276
"FLORIDA",12,"HILLSBOROUGH COUNTY",57,74.538,10.513
"GEORGIA",13,"CHEROKEE COUNTY",57,63.621,18.086
"IDAHO",16,"LATAH COUNTY",57,74.953,11.445
"ILLINOIS",17,"FULTON COUNTY",57,63.304,16.059
"INDIANA",18,"HAMILTON COUNTY",57,68.63,15.181
"IOWA",19,"DES MOINES COUNTY",57,67.367,14.522
"KANSAS",20,"FORD COUNTY",57,67.201,13.407
"KENTUCKY",21,"CUMBERLAND COUNTY",57,54.261,22.113
"LOUISIANA",22,"LAFOURCHE PARISH",57,61.996,17.836
"MICHIGAN",26,"GRATIOT COUNTY",57,66.201,14.644
"MINNESOTA",27,"HUBBARD COUNTY",57,66.605,15.759
"MISSISSIPPI",28,"ITAWAMBA COUNTY",57,57.111,21.137
"MISSOURI",29,"DADE COUNTY",57,61.948,15.955
"MONTANA",30,"MADISON COUNTY",57,68.935,15.191
"NEBRASKA",31,"DUNDY COUNTY",57,55.36,23.478
"NEW MEXICO",35,"TORRANCE COUNTY",57,66.891,14.977
"NEW YORK",36,"MONTGOMERY COUNTY",57,68.051,13.544
"NORTH CAROLINA",37,"DAVIDSON COUNTY",57,57.726,18.227
"NORTH DAKOTA",38,"MERCER COUNTY",57,51.897,21.561
"OHIO",39,"GREENE COUNTY",57,67.059,14.682
"OKLAHOMA",40,"HARMON COUNTY",57,65.155,16.043
"OREGON",41,"TILLAMOOK COUNTY",57,71.332,13.006
"PENNSYLVANIA",42,"FULTON COUNTY",57,59.8,19.088
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,67.263,13.748
"SOUTH DAKOTA",46,"HAMLIN COUNTY",57,63.232,16.988
"TENNESSEE",47,"GRAINGER COUNTY",57,57.886,19.628
"TEXAS",48,"CALHOUN COUNTY",57,66.423,14.21
"UTAH",49,"WEBER COUNTY",57,69.251,14.142
"ARKANSAS",5,"HEMPSTEAD COUNTY",57,66.626,12.388
"VIRGINIA",51,"ESSEX COUNTY",57,67.919,11.255
"WASHINGTON",53,"SKAGIT COUNTY",57,74.595,11.439
"WEST VIRGINIA",54,"MINERAL COUNTY",57,58.908,19.624
"WISCONSIN",55,"JUNEAU COUNTY",57,63.496,16.021
"CALIFORNIA",6,"NEVADA COUNTY",57,73.357,11.832
"COLORADO",8,"JACKSON COUNTY",57,66.445,15.924
"VIRGINIA",51,"COLONIAL HEIGHTS CITY",570,64.518,16.011
"VIRGINIA",51,"COVINGTON CITY",580,62.497,15.989
"ALABAMA",1,"FRANKLIN COUNTY",59,57.627,19.026
"FLORIDA",12,"HOLMES COUNTY",59,56.712,20.298
"GEORGIA",13,"CLARKE COUNTY",59,77.526,8.103
"IDAHO",16,"LEMHI COUNTY",59,62.818,18.841
"ILLINOIS",17,"GALLATIN COUNTY",59,60.28,18.971
"INDIANA",18,"HANCOCK COUNTY",59,59.536,20.336
"IOWA",19,"DICKINSON COUNTY",59,63.544,17.677
"KANSAS",20,"FRANKLIN COUNTY",59,62.111,17.7
"KENTUCKY",21,"DAVIESS COUNTY",59,58.535,17.942
"LOUISIANA",22,"LASALLE PARISH",59,57.127,20.852
"MICHIGAN",26,"HILLSDALE COUNTY",59,59.742,20.036
"MINNESOTA",27,"ISANTI COUNTY",59,63.867,16.705
"MISSISSIPPI",28,"JACKSON COUNTY",59,63.846,15.528
"MISSOURI",29,"DALLAS COUNTY",59,63.43,16.909
"MONTANA",30,"MEAGHER COUNTY",59,65.885,16.707
"NEBRASKA",31,"FILLMORE COUNTY",59,61.253,18.834
"NEW MEXICO",35,"UNION COUNTY",59,63.517,16.957
"NEW YORK",36,"NASSAU COUNTY",59,77.439,9.383
"NORTH CAROLINA",37,"DAVIE COUNTY",59,62.492,17.25
"NORTH DAKOTA",38,"MORTON COUNTY",59,60.378,19.714
"OHIO",39,"GUERNSEY COUNTY",59,60.003,18.202
"OKLAHOMA",40,"HARPER COUNTY",59,62.498,18.952
"OREGON",41,"UMATILLA COUNTY",59,62.572,16.604
"PENNSYLVANIA",42,"GREENE COUNTY",59,58.343,16.232
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,63.473,12.833
"SOUTH DAKOTA",46,"HAND COUNTY",59,63.102,18.183
"TENNESSEE",47,"GREENE COUNTY",59,58.068,19.896
"TEXAS",48,"CALLAHAN COUNTY",59,56.45,23.078
"ARKANSAS",5,"HOT SPRING COUNTY",59,61.026,16.745
"VIRGINIA",51,"FAIRFAX COUNTY",59,77.657,8.682
"WASHINGTON",53,"SKAMANIA COUNTY",59,67.698,14.2
"WEST VIRGINIA",54,"MINGO COUNTY",59,57.015,20.658
"WISCONSIN",55,"KENOSHA COUNTY",59,68.807,12.752
"CALIFORNIA",6,"ORANGE COUNTY",59,73.596,9.705
"COLORADO",8,"JEFFERSON COUNTY",59,70.247,14.054
"VIRGINIA",51,"DANVILLE CITY",590,72.466,8.172
"VIRGINIA",51,"EMPORIA CITY",595,75.802,5.54
"NEW MEXICO",35,"CIBOLA COUNTY",6,74.423,10.177
"ALASKA",2,"BRISTOL BAY BOROUGH",60,72.369,11.874
"VIRGINIA",51,"FAIRFAX CITY",600,80.38,7.8
"ALABAMA",1,"GENEVA COUNTY",61,56.687,20.55
"FLORIDA",12,"INDIAN RIVER COUNTY",61,67.28,15.378
"GEORGIA",13,"CLAY COUNTY",61,74.299,6.383
"IDAHO",16,"LEWIS COUNTY",61,62.632,18.918
"ILLINOIS",17,"GREENE COUNTY",61,59.772,19.323
"INDIANA",18,"HARRISON COUNTY",61,56.933,19.04
"IOWA",19,"DUBUQUE COUNTY",61,69.037,14.649
"KANSAS",20,"GEARY COUNTY",61,67.888,13.925
"KENTUCKY",21,"EDMONSON COUNTY",61,57.289,19.818
"LOUISIANA",22,"LINCOLN PARISH",61,68.647,11.996
"MICHIGAN",26,"HOUGHTON COUNTY",61,69.782,13.524
"MINNESOTA",27,"ITASCA COUNTY",61,61.529,14.921
"MISSISSIPPI",28,"JASPER COUNTY",61,67.174,10.027
"MISSOURI",29,"DAVIESS COUNTY",61,63.109,16.577
"MONTANA",30,"MINERAL COUNTY",61,66.361,16.323
"NEBRASKA",31,"FRANKLIN COUNTY",61,60.007,20.234
"NEW MEXICO",35,"VALENCIA COUNTY",61,70.643,12.105
"NEW YORK",36,"NEW YORK COUNTY",61,84.87,5.469
"NORTH CAROLINA",37,"DUPLIN COUNTY",61,67.733,11.902
"NORTH DAKOTA",38,"MOUNTRAIL COUNTY",61,66.232,15.372
"OHIO",39,"HAMILTON COUNTY",61,75.156,9.95
"OKLAHOMA",40,"HASKELL COUNTY",61,60.602,19.469
"OREGON",41,"UNION COUNTY",61,68.428,15.307
"PENNSYLVANIA",42,"HUNTINGDON COUNTY",61,64.045,16.796
"SOUTH CAROLINA",45,"LEE COUNTY",61,70.836,7.379
"SOUTH DAKOTA",46,"HANSON COUNTY",61,60.866,18.851
"TENNESSEE",47,"GRUNDY COUNTY",61,58.015,18.749
"TEXAS",48,"CAMERON COUNTY",61,77.236,8.608
"ARKANSAS",5,"HOWARD COUNTY",61,63.835,15.27
"VIRGINIA",51,"FAUQUIER COUNTY",61,67.955,14.211
"WASHINGTON",53,"SNOHOMISH COUNTY",61,78.077,8.723
"WEST VIRGINIA",54,"MONONGALIA COUNTY",61,70.812,12.996
"WISCONSIN",55,"KEWAUNEE COUNTY",61,62.849,17.174
"CALIFORNIA",6,"PLACER COUNTY",61,72.442,12.352
"COLORADO",8,"KIOWA COUNTY",61,57.908,22.555
"VIRGINIA",51,"FALLS CHURCH CITY",610,81.65,7.306
"VIRGINIA",51,"FRANKLIN CITY",620,71.395,8.222
"ALABAMA",1,"GREENE COUNTY",63,71.194,5.701
"FLORIDA",12,"JACKSON COUNTY",63,62.927,15.807
"GEORGIA",13,"CLAYTON COUNTY",63,75.674,4.909
"IDAHO",16,"LINCOLN COUNTY",63,65.489,15.776
"ILLINOIS",17,"GRUNDY COUNTY",63,62.168,17.212
"INDIANA",18,"HENDRICKS COUNTY",63,66.889,14.992
"IOWA",19,"EMMET COUNTY",63,65.415,15.986
"KANSAS",20,"GOVE COUNTY",63,63.999,17.656
"KENTUCKY",21,"ELLIOTT COUNTY",63,57.856,19.304
"LOUISIANA",22,"LIVINGSTON PARISH",63,57.435,22.359
"MICHIGAN",26,"HURON COUNTY",63,61.386,18.17
"MINNESOTA",27,"JACKSON COUNTY",63,63.377,17.143
"MISSISSIPPI",28,"JEFFERSON COUNTY",63,69.927,6.002
"MISSOURI",29,"DEKALB COUNTY",63,59.656,18.767
"MONTANA",30,"MISSOULA COUNTY",63,75.716,10.741
"NEBRASKA",31,"FRONTIER COUNTY",63,61.585,19.596
"NEW YORK",36,"NIAGARA COUNTY",63,65.833,14.086
"NORTH CAROLINA",37,"DURHAM COUNTY",63,79.38,6.66
"NORTH DAKOTA",38,"NELSON COUNTY",63,65.115,16.419
"OHIO",39,"HANCOCK COUNTY",63,63.61,17.712
"OKLAHOMA",40,"HUGHES COUNTY",63,61.348,18.367
"OREGON",41,"WALLOWA COUNTY",63,66.917,15.826
"PENNSYLVANIA",42,"INDIANA COUNTY",63,61.13,15.82
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,70.478,13.601
"SOUTH DAKOTA",46,"HARDING COUNTY",63,63.51,17.874
"TENNESSEE",47,"HAMBLEN COUNTY",63,60.097,19.127
"TEXAS",48,"CAMP COUNTY",63,58.348,15.215
"ARKANSAS",5,"INDEPENDENCE COUNTY",63,55.306,19.223
"VIRGINIA",51,"FLOYD COUNTY",63,66.73,15.171
"WASHINGTON",53,"SPOKANE COUNTY",63,70.662,12.46
"WEST VIRGINIA",54,"MONROE COUNTY",63,60.144,18.608
"WISCONSIN",55,"LA CROSSE COUNTY",63,70.332,11.69
"CALIFORNIA",6,"PLUMAS COUNTY",63,70.679,13.487
"COLORADO",8,"KIT CARSON COUNTY",63,62.535,18.583
"VIRGINIA",51,"FREDERICKSBURG CITY",630,79.398,7.33
"VIRGINIA",51,"GALAX CITY",640,65.056,14.066
"ALABAMA",1,"HALE COUNTY",65,67.942,8.161
"FLORIDA",12,"JEFFERSON COUNTY",65,68.042,12.066
"GEORGIA",13,"CLINCH COUNTY",65,60.496,16.094
"IDAHO",16,"MADISON COUNTY",65,61.5,19.096
"ILLINOIS",17,"HAMILTON COUNTY",65,61.117,18.958
"INDIANA",18,"HENRY COUNTY",65,61.701,18.544
"IOWA",19,"FAYETTE COUNTY",65,67.299,14.457
"KANSAS",20,"GRAHAM COUNTY",65,63.06,17.859
"KENTUCKY",21,"ESTILL COUNTY",65,59.77,17.337
"LOUISIANA",22,"MADISON PARISH",65,68.667,8.369
"MICHIGAN",26,"INGHAM COUNTY",65,75.988,9.751
"MINNESOTA",27,"KANABEC COUNTY",65,63.855,16.564
"MISSISSIPPI",28,"JEFFERSON DAVIS COUNTY",65,65.043,8.423
"MISSOURI",29,"DENT COUNTY",65,59.855,19.404
"MONTANA",30,"MUSSELSHELL COUNTY",65,62.38,18.742
"NEBRASKA",31,"FURNAS COUNTY",65,61.247,19.337
"NEW YORK",36,"ONEIDA COUNTY",65,65.577,14.75
"NORTH CAROLINA",37,"EDGECOMBE COUNTY",65,73.545,7.161
"NORTH DAKOTA",38,"OLIVER COUNTY",65,54.815,19.041
"OHIO",39,"HARDIN COUNTY",65,62.012,18.33
"OKLAHOMA",40,"JACKSON COUNTY",65,66.641,16.212
"OREGON",41,"WASCO COUNTY",65,71.244,13.278
"PENNSYLVANIA",42,"JEFFERSON COUNTY",65,56.168,21.083
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,67.123,10.824
"SOUTH DAKOTA",46,"HUGHES COUNTY",65,64.737,16.872
"TENNESSEE",47,"HAMILTON COUNTY",65,75.453,11.27
"TEXAS",48,"CARSON COUNTY",65,54.851,23.54
"ARKANSAS",5,"IZARD COUNTY",65,62.543,18.326
"VIRGINIA",51,"FLUVANNA COUNTY",65,69.604,11.746
"WASHINGTON",53,"STEVENS COUNTY",65,66.495,15.827
"WEST VIRGINIA",54,"MORGAN COUNTY",65,62.455,18.24
"WISCONSIN",55,"LAFAYETTE COUNTY",65,67.354,13.308
"CALIFORNIA",6,"RIVERSIDE COUNTY",65,74.392,9.224
"COLORADO",8,"LAKE COUNTY",65,76.858,9.636
"VIRGINIA",51,"HAMPTON CITY",650,77.67,7.355
"VIRGINIA",51,"HARRISONBURG CITY",660,76.006,9.014
"ALABAMA",1,"HENRY COUNTY",67,59.998,16.2
"FLORIDA",12,"LAFAYETTE COUNTY",67,58.462,17.97
"GEORGIA",13,"COBB COUNTY",67,73.216,9.967
"IDAHO",16,"MINIDOKA COUNTY",67,59.456,19.978
"ILLINOIS",17,"HANCOCK COUNTY",67,56.38,21.82
"INDIANA",18,"HOWARD COUNTY",67,62.488,16.748
"IOWA",19,"FLOYD COUNTY",67,65.983,14.267
"KANSAS",20,"GRANT COUNTY",67,62.617,17.55
"KENTUCKY",21,"FAYETTE COUNTY",67,73.276,11.506
