"state","s_fips","county","c_fips","prop_dem","prop_rep","prop_lib","prop_green","prop_other","ttl_votes"
"ALABAMA",1,"WILCOX",131,0.685753006945621,0.31052007453837,0,0,0.00372691851600881,5903
"ALABAMA",1,"WINSTON",133,0.0863169088975541,0.903491669620702,0,0,0.0101914214817441,11284
"ALABAMA",1,"CALHOUN",15,0.298452425318243,0.688484396759704,0,0,0.0130631779220524,50983
"ALABAMA",1,"CHAMBERS",17,0.416448573671814,0.572690395184507,0,0,0.0108610311436797,15284
"ALABAMA",1,"CHEROKEE",19,0.132021786846598,0.860336558003414,0,0,0.00764165514998781,12301
"ALABAMA",1,"CHILTON",21,0.159140341791818,0.832988089073019,0,0,0.00787156913516313,19310
"ALABAMA",1,"CHOCTAW",23,0.418944265809218,0.57556270096463,0,0,0.0054930332261522,7464
"ALABAMA",1,"CLARKE",25,0.438142367719833,0.557594213932242,0,0,0.00426341834792539,13135
"ALABAMA",1,"CLAY",27,0.182828282828283,0.808225108225108,0,0,0.00894660894660895,6930
"ALABAMA",1,"CLEBURNE",29,0.0933997509339975,0.897191088971911,0,0,0.0094091600940916,7227
"ALABAMA",1,"BALDWIN",3,0.22409029987509,0.761713728243328,0,0,0.0141959718815817,109679
"ALABAMA",1,"COFFEE",31,0.227878787878788,0.758653198653199,0,0,0.0134680134680135,22275
"ALABAMA",1,"COLBERT",33,0.299182385426379,0.688625116545937,0,0,0.0121924980276841,27886
"ALABAMA",1,"CONECUH",35,0.460487501940692,0.534389070020183,0,0,0.00512342803912436,6441
"ALABAMA",1,"COOSA",37,0.327797043256069,0.662712173754335,0,0,0.00949078298959664,5479
