"state","s_fips","county","c_fips","weather_type","year"
"MISSISSIPPI",28,"BOLIVAR COUNTY",11,"Flood","2016"
"MISSOURI",29,"BOLLINGER COUNTY",17,"Flood","2016"
"MISSOURI",29,"BOLLINGER COUNTY",17,"Flood","2017"
"MISSOURI",29,"BOLLINGER COUNTY",17,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"BON HOMME COUNTY",9,"Flood","2019"
"IDAHO",16,"BONNER COUNTY",17,"Flood","2017"
"IDAHO",16,"BONNER COUNTY",17,"Severe Storm(s)","2016"
"IDAHO",16,"BONNER COUNTY",17,"Severe Storm(s)","2015"
"IDAHO",16,"BONNER COUNTY",17,"Fire","2015"
"IDAHO",16,"BONNEVILLE COUNTY",19,"Fire","2016"
"ARKANSAS",5,"BOONE COUNTY",9,"Severe Storm(s)","2017"
"ARKANSAS",5,"BOONE COUNTY",9,"Severe Storm(s)","2016"
"IOWA",19,"BOONE COUNTY",15,"Flood","2019"
"MISSOURI",29,"BOONE COUNTY",19,"Flood","2016"
"MISSOURI",29,"BOONE COUNTY",19,"Severe Storm(s)","2019"
"MISSOURI",29,"BOONE COUNTY",19,"Flood","2017"
"NEBRASKA",31,"BOONE COUNTY",11,"Flood","2019"
"NEBRASKA",31,"BOONE COUNTY",11,"Snow","2018"
"WEST VIRGINIA",54,"BOONE COUNTY",5,"Severe Storm(s)","2015"
"TEXAS",48,"BORDEN COUNTY",33,"Severe Storm(s)","2016"
"TEXAS",48,"BOSQUE COUNTY",35,"Flood","2016"
"TEXAS",48,"BOSQUE COUNTY",35,"Severe Storm(s)","2015"
"LOUISIANA",22,"BOSSIER PARISH",15,"Flood","2016"
"LOUISIANA",22,"BOSSIER PARISH",15,"Flood","2015"
"VIRGINIA",51,"BOTETOURT COUNTY",23,"Hurricane","2018"
"NORTH DAKOTA",38,"BOTTINEAU COUNTY",9,"Flood","2017"
"COLORADO",8,"BOULDER COUNTY",13,"Flood","2015"
"IDAHO",16,"BOUNDARY COUNTY",21,"Flood","2017"
"IDAHO",16,"BOUNDARY COUNTY",21,"Severe Storm(s)","2015"
"KANSAS",20,"BOURBON COUNTY",11,"Severe Storm(s)","2019"
"KENTUCKY",21,"BOURBON COUNTY",17,"Flood","2015"
"TEXAS",48,"BOWIE COUNTY",37,"Severe Storm(s)","2015"
"NEBRASKA",31,"BOX BUTTE COUNTY",13,"Severe Storm(s)","2015"
"NEBRASKA",31,"BOX BUTTE COUNTY",13,"Severe Storm(s)","2017"
"NEBRASKA",31,"BOX BUTTE COUNTY",13,"Flood","2019"
"UTAH",49,"BOX ELDER COUNTY",3,"Flood","2017"
"KENTUCKY",21,"BOYD COUNTY",19,"Snow","2015"
"KENTUCKY",21,"BOYD COUNTY",19,"Flood","2018"
"KENTUCKY",21,"BOYD COUNTY",19,"Severe Storm(s)","2019"
"KENTUCKY",21,"BOYD COUNTY",19,"Flood","2015"
"NEBRASKA",31,"BOYD COUNTY",15,"Flood","2019"
"NEBRASKA",31,"BOYD COUNTY",15,"Severe Storm(s)","2018"
"NEBRASKA",31,"BOYD COUNTY",15,"Snow","2018"
"KENTUCKY",21,"BOYLE COUNTY",21,"Snow","2015"
"KENTUCKY",21,"BRACKEN COUNTY",23,"Severe Storm(s)","2015"
"FLORIDA",12,"BRADFORD COUNTY",7,"Hurricane","2018"
"FLORIDA",12,"BRADFORD COUNTY",7,"Hurricane","2017"
"FLORIDA",12,"BRADFORD COUNTY",7,"Hurricane","2019"
"FLORIDA",12,"BRADFORD COUNTY",7,"Hurricane","2016"
"PENNSYLVANIA",42,"BRADFORD COUNTY",15,"Severe Storm(s)","2018"
"PENNSYLVANIA",42,"BRADFORD COUNTY",15,"Flood","2016"
"ARKANSAS",5,"BRADLEY COUNTY",11,"Severe Storm(s)","2016"
"GEORGIA",13,"BRANTLEY COUNTY",25,"Tornado","2017"
"GEORGIA",13,"BRANTLEY COUNTY",25,"Hurricane","2018"
"GEORGIA",13,"BRANTLEY COUNTY",25,"Hurricane","2019"
"GEORGIA",13,"BRANTLEY COUNTY",25,"Hurricane","2016"
"GEORGIA",13,"BRANTLEY COUNTY",25,"Hurricane","2017"
"WEST VIRGINIA",54,"BRAXTON COUNTY",7,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"BRAXTON COUNTY",7,"Flood","2016"
"WEST VIRGINIA",54,"BRAXTON COUNTY",7,"Flood","2015"
"TEXAS",48,"BRAZORIA COUNTY",39,"Severe Storm(s)","2015"
"TEXAS",48,"BRAZORIA COUNTY",39,"Hurricane","2017"
"TEXAS",48,"BRAZORIA COUNTY",39,"Flood","2016"
"TEXAS",48,"BRAZOS COUNTY",41,"Flood","2016"
"KENTUCKY",21,"BREATHITT COUNTY",25,"Severe Storm(s)","2019"
"KENTUCKY",21,"BREATHITT COUNTY",25,"Flood","2015"
"KENTUCKY",21,"BREATHITT COUNTY",25,"Flood","2018"
"KENTUCKY",21,"BREATHITT COUNTY",25,"Fire","2016"
"KENTUCKY",21,"BREATHITT COUNTY",25,"Severe Storm(s)","2015"
"IOWA",19,"BREMER COUNTY",17,"Severe Storm(s)","2017"
"IOWA",19,"BREMER COUNTY",17,"Flood","2016"
"IOWA",19,"BREMER COUNTY",17,"Flood","2019"
"FLORIDA",12,"BREVARD COUNTY",9,"Hurricane","2019"
"FLORIDA",12,"BREVARD COUNTY",9,"Hurricane","2016"
"FLORIDA",12,"BREVARD COUNTY",9,"Hurricane","2017"
"VIRGINIA",51,"BRISTOL CITY",520,"Hurricane","2018"
"MASSACHUSETTS",25,"BRISTOL COUNTY",5,"Severe Storm(s)","2015"
"MASSACHUSETTS",25,"BRISTOL COUNTY",5,"Severe Storm(s)","2018"
"RHODE ISLAND",44,"BRISTOL COUNTY",1,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"BROOKE COUNTY",9,"Flood","2015"
"SOUTH DAKOTA",46,"BROOKINGS COUNTY",11,"Flood","2019"
"SOUTH DAKOTA",46,"BROOKINGS COUNTY",11,"Severe Storm(s)","2019"
"GEORGIA",13,"BROOKS COUNTY",27,"Hurricane","2018"
"GEORGIA",13,"BROOKS COUNTY",27,"Hurricane","2017"
"GEORGIA",13,"BROOKS COUNTY",27,"Tornado","2017"
"NEW YORK",36,"BROOME COUNTY",7,"Flood","2018"
"NEW YORK",36,"BROOME COUNTY",7,"Snow","2017"
"FLORIDA",12,"BROWARD COUNTY",11,"Hurricane","2017"
"FLORIDA",12,"BROWARD COUNTY",11,"Hurricane","2019"
"FLORIDA",12,"BROWARD COUNTY",11,"Hurricane","2016"
"KANSAS",20,"BROWN COUNTY",13,"Severe Storm(s)","2015"
"KANSAS",20,"BROWN COUNTY",13,"Severe Storm(s)","2019"
"MINNESOTA",27,"BROWN COUNTY",15,"Flood","2018"
"MINNESOTA",27,"BROWN COUNTY",15,"Flood","2019"
"NEBRASKA",31,"BROWN COUNTY",17,"Flood","2019"
"OHIO",39,"BROWN COUNTY",15,"Flood","2018"
"OHIO",39,"BROWN COUNTY",15,"Flood","2019"
"SOUTH DAKOTA",46,"BROWN COUNTY",13,"Flood","2019"
"TEXAS",48,"BROWN COUNTY",49,"Fire","2018"
"TEXAS",48,"BROWN COUNTY",49,"Flood","2019"
"TEXAS",48,"BROWN COUNTY",49,"Flood","2016"
"TEXAS",48,"BROWN COUNTY",49,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"BRULE COUNTY",15,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"BRULE COUNTY",15,"Flood","2019"
"SOUTH DAKOTA",46,"BRULE COUNTY",15,"Severe Storm(s)","2019"
"NORTH CAROLINA",37,"BRUNSWICK COUNTY",19,"Hurricane","2016"
"NORTH CAROLINA",37,"BRUNSWICK COUNTY",19,"Hurricane","2019"
"NORTH CAROLINA",37,"BRUNSWICK COUNTY",19,"Hurricane","2018"
"VIRGINIA",51,"BRUNSWICK COUNTY",25,"Hurricane","2018"
"GEORGIA",13,"BRYAN COUNTY",29,"Hurricane","2016"
"GEORGIA",13,"BRYAN COUNTY",29,"Hurricane","2017"
"GEORGIA",13,"BRYAN COUNTY",29,"Hurricane","2019"
"GEORGIA",13,"BRYAN COUNTY",29,"Hurricane","2018"
"OKLAHOMA",40,"BRYAN COUNTY",13,"Severe Storm(s)","2019"
"OKLAHOMA",40,"BRYAN COUNTY",13,"Severe Storm(s)","2015"
"OKLAHOMA",40,"BRYAN COUNTY",13,"Severe Ice Storm","2015"
"IOWA",19,"BUCHANAN COUNTY",19,"Flood","2016"
"IOWA",19,"BUCHANAN COUNTY",19,"Severe Storm(s)","2018"
"IOWA",19,"BUCHANAN COUNTY",19,"Flood","2019"
"IOWA",19,"BUCHANAN COUNTY",19,"Severe Storm(s)","2017"
"MISSOURI",29,"BUCHANAN COUNTY",21,"Severe Storm(s)","2015"
"MISSOURI",29,"BUCHANAN COUNTY",21,"Severe Storm(s)","2019"
"MISSOURI",29,"BUCHANAN COUNTY",21,"Flood","2019"
"VIRGINIA",51,"BUCHANAN COUNTY",27,"Hurricane","2018"
"VIRGINIA",51,"BUCKINGHAM COUNTY",29,"Hurricane","2018"
"PENNSYLVANIA",42,"BUCKS COUNTY",17,"Snow","2016"
"VIRGINIA",51,"BUENA VISTA CITY",530,"Hurricane","2018"
"IOWA",19,"BUENA VISTA COUNTY",21,"Severe Storm(s)","2018"
"IOWA",19,"BUENA VISTA COUNTY",21,"Flood","2019"
"NEBRASKA",31,"BUFFALO COUNTY",19,"Flood","2019"
"SOUTH DAKOTA",46,"BUFFALO COUNTY",17,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"BUFFALO COUNTY",17,"Flood","2019"
"WISCONSIN",55,"BUFFALO COUNTY",11,"Severe Storm(s)","2017"
"KENTUCKY",21,"BULLITT COUNTY",29,"Flood","2015"
"KENTUCKY",21,"BULLITT COUNTY",29,"Flood","2018"
"GEORGIA",13,"BULLOCH COUNTY",31,"Hurricane","2016"
"GEORGIA",13,"BULLOCH COUNTY",31,"Hurricane","2017"
"GEORGIA",13,"BULLOCH COUNTY",31,"Hurricane","2018"
"GEORGIA",13,"BULLOCH COUNTY",31,"Tornado","2017"
"ALABAMA",1,"BULLOCK COUNTY",11,"Severe Storm(s)","2016"
"ALABAMA",1,"BULLOCK COUNTY",11,"Hurricane","2018"
"ALABAMA",1,"BULLOCK COUNTY",11,"Hurricane","2017"
"NORTH CAROLINA",37,"BUNCOMBE COUNTY",21,"Fire","2016"
"NORTH CAROLINA",37,"BUNCOMBE COUNTY",21,"Hurricane","2019"
"NORTH CAROLINA",37,"BUNCOMBE COUNTY",21,"Hurricane","2018"
"ILLINOIS",17,"BUREAU COUNTY",11,"Flood","2019"
"GEORGIA",13,"BURKE COUNTY",33,"Hurricane","2017"
"GEORGIA",13,"BURKE COUNTY",33,"Hurricane","2016"
"GEORGIA",13,"BURKE COUNTY",33,"Hurricane","2018"
"NORTH CAROLINA",37,"BURKE COUNTY",23,"Hurricane","2019"
"NORTH CAROLINA",37,"BURKE COUNTY",23,"Fire","2016"
"NORTH CAROLINA",37,"BURKE COUNTY",23,"Hurricane","2018"
"TEXAS",48,"BURLESON COUNTY",51,"Hurricane","2017"
"TEXAS",48,"BURLESON COUNTY",51,"Flood","2016"
"TEXAS",48,"BURLESON COUNTY",51,"Severe Storm(s)","2015"
"NEW JERSEY",34,"BURLINGTON COUNTY",5,"Severe Storm(s)","2015"
"NEW JERSEY",34,"BURLINGTON COUNTY",5,"Severe Storm(s)","2016"
"NEW JERSEY",34,"BURLINGTON COUNTY",5,"Severe Storm(s)","2018"
"TEXAS",48,"BURNET COUNTY",53,"Fire","2018"
"TEXAS",48,"BURNET COUNTY",53,"Flood","2019"
"WISCONSIN",55,"BURNETT COUNTY",13,"Severe Storm(s)","2016"
"WISCONSIN",55,"BURNETT COUNTY",13,"Flood","2018"
"NEBRASKA",31,"BURT COUNTY",21,"Flood","2019"
"ALABAMA",1,"BUTLER COUNTY",13,"Hurricane","2018"
"ALABAMA",1,"BUTLER COUNTY",13,"Hurricane","2017"
"ALABAMA",1,"BUTLER COUNTY",13,"Severe Storm(s)","2016"
"IOWA",19,"BUTLER COUNTY",23,"Severe Storm(s)","2015"
"IOWA",19,"BUTLER COUNTY",23,"Flood","2016"
"IOWA",19,"BUTLER COUNTY",23,"Flood","2019"
"KANSAS",20,"BUTLER COUNTY",15,"Severe Storm(s)","2015"
"KANSAS",20,"BUTLER COUNTY",15,"Severe Storm(s)","2019"
"KENTUCKY",21,"BUTLER COUNTY",31,"Snow","2015"
"KENTUCKY",21,"BUTLER COUNTY",31,"Flood","2018"
"KENTUCKY",21,"BUTLER COUNTY",31,"Flood","2015"
"KENTUCKY",21,"BUTLER COUNTY",31,"Severe Storm(s)","2016"
"KENTUCKY",21,"BUTLER COUNTY",31,"Severe Storm(s)","2019"
"MISSOURI",29,"BUTLER COUNTY",23,"Flood","2016"
"MISSOURI",29,"BUTLER COUNTY",23,"Flood","2017"
"NEBRASKA",31,"BUTLER COUNTY",23,"Severe Storm(s)","2017"
"NEBRASKA",31,"BUTLER COUNTY",23,"Flood","2019"
"CALIFORNIA",6,"BUTTE COUNTY",7,"Fire","2017"
"CALIFORNIA",6,"BUTTE COUNTY",7,"Flood","2017"
"CALIFORNIA",6,"BUTTE COUNTY",7,"Severe Storm(s)","2017"
"CALIFORNIA",6,"BUTTE COUNTY",7,"Fire","2018"
"CALIFORNIA",6,"BUTTE COUNTY",7,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"BUTTE COUNTY",19,"Flood","2019"
"SOUTH DAKOTA",46,"BUTTE COUNTY",19,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"BUTTE COUNTY",19,"Severe Storm(s)","2019"
"GEORGIA",13,"BUTTS COUNTY",35,"Hurricane","2017"
"GEORGIA",13,"BUTTS COUNTY",35,"Hurricane","2018"
"NORTH CAROLINA",37,"CABARRUS COUNTY",25,"Hurricane","2018"
"NORTH CAROLINA",37,"CABARRUS COUNTY",25,"Hurricane","2019"
"WEST VIRGINIA",54,"CABELL COUNTY",11,"Flood","2015"
"WEST VIRGINIA",54,"CABELL COUNTY",11,"Severe Storm(s)","2015"
"UTAH",49,"CACHE COUNTY",5,"Flood","2017"
"OKLAHOMA",40,"CADDO COUNTY",15,"Severe Storm(s)","2017"
"OKLAHOMA",40,"CADDO COUNTY",15,"Severe Ice Storm","2015"
"OKLAHOMA",40,"CADDO COUNTY",15,"Severe Storm(s)","2015"
"OKLAHOMA",40,"CADDO COUNTY",15,"Severe Storm(s)","2016"
"OKLAHOMA",40,"CADDO COUNTY",15,"Severe Storm(s)","2019"
"OKLAHOMA",40,"CADDO COUNTY",15,"Flood","2016"
"LOUISIANA",22,"CADDO PARISH",17,"Flood","2015"
"LOUISIANA",22,"CADDO PARISH",17,"Flood","2016"
"CALIFORNIA",6,"CALAVERAS COUNTY",9,"Severe Storm(s)","2017"
"CALIFORNIA",6,"CALAVERAS COUNTY",9,"Flood","2017"
"CALIFORNIA",6,"CALAVERAS COUNTY",9,"Severe Storm(s)","2019"
"CALIFORNIA",6,"CALAVERAS COUNTY",9,"Fire","2015"
"LOUISIANA",22,"CALCASIEU PARISH",19,"Flood","2016"
"LOUISIANA",22,"CALCASIEU PARISH",19,"Coastal Storm","2019"
"LOUISIANA",22,"CALCASIEU PARISH",19,"Hurricane","2017"
"KENTUCKY",21,"CALDWELL COUNTY",33,"Flood","2018"
"KENTUCKY",21,"CALDWELL COUNTY",33,"Severe Storm(s)","2016"
"KENTUCKY",21,"CALDWELL COUNTY",33,"Snow","2015"
"MISSOURI",29,"CALDWELL COUNTY",25,"Severe Storm(s)","2019"
"MISSOURI",29,"CALDWELL COUNTY",25,"Severe Storm(s)","2015"
"NORTH CAROLINA",37,"CALDWELL COUNTY",27,"Hurricane","2019"
"NORTH CAROLINA",37,"CALDWELL COUNTY",27,"Hurricane","2018"
"TEXAS",48,"CALDWELL COUNTY",55,"Severe Storm(s)","2015"
"TEXAS",48,"CALDWELL COUNTY",55,"Flood","2016"
"TEXAS",48,"CALDWELL COUNTY",55,"Hurricane","2017"
"LOUISIANA",22,"CALDWELL PARISH",21,"Flood","2016"
"LOUISIANA",22,"CALDWELL PARISH",21,"Flood","2019"
"VERMONT",50,"CALEDONIA COUNTY",5,"Severe Storm(s)","2017"
"ALABAMA",1,"CALHOUN COUNTY",15,"Severe Storm(s)","2018"
"ALABAMA",1,"CALHOUN COUNTY",15,"Hurricane","2017"
"ARKANSAS",5,"CALHOUN COUNTY",13,"Severe Storm(s)","2016"
"FLORIDA",12,"CALHOUN COUNTY",13,"Hurricane","2019"
"FLORIDA",12,"CALHOUN COUNTY",13,"Hurricane","2017"
"FLORIDA",12,"CALHOUN COUNTY",13,"Hurricane","2018"
"GEORGIA",13,"CALHOUN COUNTY",37,"Tornado","2017"
"GEORGIA",13,"CALHOUN COUNTY",37,"Hurricane","2017"
"GEORGIA",13,"CALHOUN COUNTY",37,"Hurricane","2018"
"GEORGIA",13,"CALHOUN COUNTY",37,"Severe Storm(s)","2017"
"ILLINOIS",17,"CALHOUN COUNTY",13,"Flood","2019"
"IOWA",19,"CALHOUN COUNTY",25,"Flood","2019"
"MISSISSIPPI",28,"CALHOUN COUNTY",13,"Severe Storm(s)","2019"
"MISSISSIPPI",28,"CALHOUN COUNTY",13,"Severe Storm(s)","2017"
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,"Hurricane","2019"
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,"Hurricane","2017"
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,"Flood","2015"
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,"Hurricane","2018"
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,"Hurricane","2016"
"TEXAS",48,"CALHOUN COUNTY",57,"Hurricane","2017"
"WEST VIRGINIA",54,"CALHOUN COUNTY",13,"Flood","2015"
"TEXAS",48,"CALLAHAN COUNTY",59,"Flood","2016"
"TEXAS",48,"CALLAHAN COUNTY",59,"Severe Storm(s)","2015"
"TEXAS",48,"CALLAHAN COUNTY",59,"Flood","2019"
"MISSOURI",29,"CALLAWAY COUNTY",27,"Severe Storm(s)","2019"
"MISSOURI",29,"CALLAWAY COUNTY",27,"Flood","2016"
"KENTUCKY",21,"CALLOWAY COUNTY",35,"Severe Storm(s)","2016"
"KENTUCKY",21,"CALLOWAY COUNTY",35,"Flood","2015"
"MARYLAND",24,"CALVERT COUNTY",9,"Snow","2016"
"IDAHO",16,"CAMAS COUNTY",25,"Flood","2017"
"GEORGIA",13,"CAMDEN COUNTY",39,"Hurricane","2016"
"GEORGIA",13,"CAMDEN COUNTY",39,"Hurricane","2019"
"GEORGIA",13,"CAMDEN COUNTY",39,"Hurricane","2017"
"GEORGIA",13,"CAMDEN COUNTY",39,"Hurricane","2018"
"MISSOURI",29,"CAMDEN COUNTY",29,"Flood","2016"
"MISSOURI",29,"CAMDEN COUNTY",29,"Flood","2017"
"MISSOURI",29,"CAMDEN COUNTY",29,"Severe Storm(s)","2015"
"MISSOURI",29,"CAMDEN COUNTY",29,"Severe Storm(s)","2019"
"NEW JERSEY",34,"CAMDEN COUNTY",7,"Severe Storm(s)","2015"
"NEW JERSEY",34,"CAMDEN COUNTY",7,"Severe Storm(s)","2016"
"NORTH CAROLINA",37,"CAMDEN COUNTY",29,"Hurricane","2018"
"NORTH CAROLINA",37,"CAMDEN COUNTY",29,"Hurricane","2019"
"NORTH CAROLINA",37,"CAMDEN COUNTY",29,"Hurricane","2016"
"TEXAS",48,"CAMERON COUNTY",61,"Severe Storm(s)","2015"
"TEXAS",48,"CAMERON COUNTY",61,"Flood","2018"
"TEXAS",48,"CAMERON COUNTY",61,"Flood","2019"
"LOUISIANA",22,"CAMERON PARISH",23,"Hurricane","2017"
"LOUISIANA",22,"CAMERON PARISH",23,"Hurricane","2019"
"LOUISIANA",22,"CAMERON PARISH",23,"Flood","2016"
"LOUISIANA",22,"CAMERON PARISH",23,"Coastal Storm","2019"
"KENTUCKY",21,"CAMPBELL COUNTY",37,"Severe Storm(s)","2019"
"KENTUCKY",21,"CAMPBELL COUNTY",37,"Flood","2018"
"SOUTH DAKOTA",46,"CAMPBELL COUNTY",21,"Flood","2019"
"TENNESSEE",47,"CAMPBELL COUNTY",13,"Flood","2019"
"TENNESSEE",47,"CAMPBELL COUNTY",13,"Severe Ice Storm","2015"
"VIRGINIA",51,"CAMPBELL COUNTY",31,"Hurricane","2018"
"OKLAHOMA",40,"CANADIAN COUNTY",17,"Severe Ice Storm","2015"
"OKLAHOMA",40,"CANADIAN COUNTY",17,"Severe Storm(s)","2016"
"OKLAHOMA",40,"CANADIAN COUNTY",17,"Severe Storm(s)","2019"
"OKLAHOMA",40,"CANADIAN COUNTY",17,"Severe Storm(s)","2015"
"GEORGIA",13,"CANDLER COUNTY",43,"Hurricane","2018"
"GEORGIA",13,"CANDLER COUNTY",43,"Hurricane","2017"
"GEORGIA",13,"CANDLER COUNTY",43,"Hurricane","2016"
"IDAHO",16,"CANYON COUNTY",27,"Flood","2017"
"MISSOURI",29,"CAPE GIRARDEAU COUNTY",31,"Severe Storm(s)","2019"
"MISSOURI",29,"CAPE GIRARDEAU COUNTY",31,"Flood","2017"
"MISSOURI",29,"CAPE GIRARDEAU COUNTY",31,"Flood","2016"
"MISSOURI",29,"CAPE GIRARDEAU COUNTY",31,"Flood","2019"
"NEW JERSEY",34,"CAPE MAY COUNTY",9,"Severe Storm(s)","2016"
"MONTANA",30,"CARBON COUNTY",9,"Flood","2018"
"KENTUCKY",21,"CARLISLE COUNTY",39,"Severe Storm(s)","2019"
"KENTUCKY",21,"CARLISLE COUNTY",39,"Flood","2018"
"MINNESOTA",27,"CARLTON COUNTY",17,"Flood","2018"
"MARYLAND",24,"CAROLINE COUNTY",11,"Snow","2016"
"VIRGINIA",51,"CAROLINE COUNTY",33,"Hurricane","2018"
"VIRGINIA",51,"CAROLINE COUNTY",33,"Snow","2016"
"ARKANSAS",5,"CARROLL COUNTY",15,"Severe Storm(s)","2016"
"ARKANSAS",5,"CARROLL COUNTY",15,"Severe Storm(s)","2017"
"GEORGIA",13,"CARROLL COUNTY",45,"Severe Storm(s)","2016"
"GEORGIA",13,"CARROLL COUNTY",45,"Hurricane","2017"
"ILLINOIS",17,"CARROLL COUNTY",15,"Flood","2019"
"INDIANA",18,"CARROLL COUNTY",15,"Flood","2018"
"IOWA",19,"CARROLL COUNTY",27,"Flood","2019"
"KENTUCKY",21,"CARROLL COUNTY",41,"Severe Storm(s)","2015"
"KENTUCKY",21,"CARROLL COUNTY",41,"Flood","2018"
"KENTUCKY",21,"CARROLL COUNTY",41,"Severe Storm(s)","2019"
"MARYLAND",24,"CARROLL COUNTY",13,"Snow","2016"
"MISSISSIPPI",28,"CARROLL COUNTY",15,"Severe Storm(s)","2019"
"MISSISSIPPI",28,"CARROLL COUNTY",15,"Severe Storm(s)","2017"
"MISSOURI",29,"CARROLL COUNTY",33,"Flood","2019"
"MISSOURI",29,"CARROLL COUNTY",33,"Severe Storm(s)","2019"
"NEW HAMPSHIRE",33,"CARROLL COUNTY",3,"Snow","2018"
"NEW HAMPSHIRE",33,"CARROLL COUNTY",3,"Severe Storm(s)","2018"
"NEW HAMPSHIRE",33,"CARROLL COUNTY",3,"Severe Storm(s)","2017"
"VIRGINIA",51,"CARROLL COUNTY",35,"Hurricane","2018"
"NEVADA",32,"CARSON CITY",510,"Severe Storm(s)","2017"
"KENTUCKY",21,"CARTER COUNTY",43,"Severe Storm(s)","2019"
"KENTUCKY",21,"CARTER COUNTY",43,"Flood","2015"
"KENTUCKY",21,"CARTER COUNTY",43,"Severe Storm(s)","2015"
"KENTUCKY",21,"CARTER COUNTY",43,"Flood","2018"
"MISSOURI",29,"CARTER COUNTY",35,"Flood","2017"
"MISSOURI",29,"CARTER COUNTY",35,"Flood","2016"
"OKLAHOMA",40,"CARTER COUNTY",19,"Severe Storm(s)","2015"
"TENNESSEE",47,"CARTER COUNTY",19,"Flood","2019"
"NORTH CAROLINA",37,"CARTERET COUNTY",31,"Hurricane","2019"
"NORTH CAROLINA",37,"CARTERET COUNTY",31,"Hurricane","2016"
"NORTH CAROLINA",37,"CARTERET COUNTY",31,"Hurricane","2018"
"KENTUCKY",21,"CASEY COUNTY",45,"Flood","2015"
"KENTUCKY",21,"CASEY COUNTY",45,"Severe Storm(s)","2019"
"ILLINOIS",17,"CASS COUNTY",17,"Flood","2019"
"IOWA",19,"CASS COUNTY",29,"Flood","2019"
"MINNESOTA",27,"CASS COUNTY",21,"Flood","2018"
"NEBRASKA",31,"CASS COUNTY",25,"Severe Storm(s)","2015"
"NEBRASKA",31,"CASS COUNTY",25,"Severe Storm(s)","2017"
"NEBRASKA",31,"CASS COUNTY",25,"Flood","2019"
"NORTH DAKOTA",38,"CASS COUNTY",17,"Flood","2019"
"TEXAS",48,"CASS COUNTY",67,"Severe Storm(s)","2015"
"TEXAS",48,"CASS COUNTY",67,"Severe Storm(s)","2016"
"TEXAS",48,"CASS COUNTY",67,"Flood","2016"
"IDAHO",16,"CASSIA COUNTY",31,"Flood","2017"
"TEXAS",48,"CASTRO COUNTY",69,"Severe Storm(s)","2016"
"NORTH CAROLINA",37,"CASWELL COUNTY",33,"Hurricane","2019"
"NORTH CAROLINA",37,"CASWELL COUNTY",33,"Hurricane","2016"
"NORTH CAROLINA",37,"CASWELL COUNTY",33,"Hurricane","2018"
"LOUISIANA",22,"CATAHOULA PARISH",25,"Flood","2016"
"LOUISIANA",22,"CATAHOULA PARISH",25,"Flood","2019"
"LOUISIANA",22,"CATAHOULA PARISH",25,"Coastal Storm","2019"
"NORTH CAROLINA",37,"CATAWBA COUNTY",35,"Hurricane","2018"
"NORTH CAROLINA",37,"CATAWBA COUNTY",35,"Hurricane","2019"
"GEORGIA",13,"CATOOSA COUNTY",47,"Hurricane","2017"
"NORTH DAKOTA",38,"CAVALIER COUNTY",19,"Flood","2017"
"NEW YORK",36,"CAYUGA COUNTY",11,"Flood","2017"
"MARYLAND",24,"CECIL COUNTY",15,"Snow","2016"
"MISSOURI",29,"CEDAR COUNTY",39,"Flood","2016"
"MISSOURI",29,"CEDAR COUNTY",39,"Flood","2017"
"MISSOURI",29,"CEDAR COUNTY",39,"Severe Storm(s)","2019"
"NEBRASKA",31,"CEDAR COUNTY",27,"Flood","2019"
"NEBRASKA",31,"CEDAR COUNTY",27,"Severe Storm(s)","2018"
"PENNSYLVANIA",42,"CENTRE COUNTY",27,"Flood","2016"
"IOWA",19,"CERRO GORDO COUNTY",33,"Severe Storm(s)","2018"
"IOWA",19,"CERRO GORDO COUNTY",33,"Flood","2016"
"ALABAMA",1,"CHAMBERS COUNTY",17,"Hurricane","2017"
"ALABAMA",1,"CHAMBERS COUNTY",17,"Severe Storm(s)","2016"
"TEXAS",48,"CHAMBERS COUNTY",71,"Flood","2019"
"TEXAS",48,"CHAMBERS COUNTY",71,"Hurricane","2017"
"MISSOURI",29,"CHARITON COUNTY",41,"Severe Storm(s)","2019"
"MISSOURI",29,"CHARITON COUNTY",41,"Flood","2019"
"MISSOURI",29,"CHARITON COUNTY",41,"Severe Storm(s)","2015"
"VIRGINIA",51,"CHARLES CITY COUNTY",36,"Hurricane","2018"
"MARYLAND",24,"CHARLES COUNTY",17,"Snow","2016"
"SOUTH DAKOTA",46,"CHARLES MIX COUNTY",23,"Flood","2019"
"SOUTH DAKOTA",46,"CHARLES MIX COUNTY",23,"Severe Storm(s)","2019"
"SOUTH CAROLINA",45,"CHARLESTON COUNTY",19,"Hurricane","2016"
