"c_fips","s_fips","state","county","ttl_pop","male_pop","med_age","male_med_age","female_med_age","white_pop","black_pop","native_pop","asian_pop","pacific_pop","other_race_pop","mult_race_pop","white_nonhisp_pop","hisp_ttl_pop","white_hisp_pop","black_hisp_pop","med_income","hurricane_2016","hurricane_2017","hurricane_2018","hurricane_2019","hurricane_2015","any_weather_2016","any_weather_2017","any_weather_2018","any_weather_2019","any_weather_2015","prop_dem","prop_rep","prop_lib","prop_green","prop_other","ttl_votes","happening","happening_oppose","weather_flag","hurricane_flag","poli_lean"
129,55,"WISCONSIN","WASHBURN COUNTY",15688,0.497832738398776,51.2,50.9,51.3,0.951937786843447,0.00764915859255482,0.0140234574196838,0.00637429882712902,0.00293217746047935,0.000637429882712902,0.0164456909739929,0.941738908720041,0.0184217236104029,0.0101988781234064,0.00478072412034676,50280,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.37261514742725,0.610329543264598,0.0118519946039699,0.000385430718828291,0.00481788398535363,0.661524732279449,64.249,16.387,FALSE,FALSE,"red"
13,1,"ALABAMA","BUTLER COUNTY",19828,0.457988702844462,40.8,39.1,42.7,0.518458745208796,0.453954004438168,0.000554771030865443,0.00347992737542869,0,0.00211821666330442,0.0214343352834376,0.516037926165019,0.0139701432317934,0.00242081904377648,0.00368166229574339,40688,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.41789629005059,0.575252951096121,0,0,0.00685075885328836,0.478515230986484,65.254,11.606,FALSE,FALSE,"red"
13,12,"FLORIDA","CALHOUN COUNTY",14362,0.551246344520262,41.6,38.7,44.7,0.804414426960033,0.132572065171982,0.0106531123798914,0.00111405096783178,0,0.0222810193566356,0.0289653251636262,0.771480295223506,0.0575128812143156,0.0329341317365269,0.00271549923408996,38568,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.185258964143426,0.808152007355195,0.00444376340790683,0.000612932883849218,0.00153233220962305,0.454393538504387,59.062,17.436,TRUE,TRUE,"red"
13,13,"GEORGIA","BARROW COUNTY",78991,0.490435619247762,35.7,34.8,36.8,0.788393614462407,0.118241318631236,0.00197490853388361,0.0370675140205846,6.32983504449874e-05,0.0296869263586991,0.0245724196427441,0.713448367535542,0.109037738476535,0.0749452469268651,0.00129128634907774,62345,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.275652013396271,0.706837899844413,0.0175100867593154,0,0,0.480067349444873,63.754,17.152,FALSE,FALSE,"red"
13,16,"IDAHO","BLAINE COUNTY",22373,0.514951057077728,43.2,41.9,45.2,0.947838912975462,0.00438027980154651,0.00710678049434586,0.0105931256425155,0.00169847584141599,0.0123362982166004,0.0160461270281142,0.746256648638984,0.226254860769678,0.201582264336477,0,56694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.671156595680638,0.303408834374295,0.0126420347655956,0,0.0127925351794717,0.59397488043624,74.479,10.814,FALSE,FALSE,"blue"
13,17,"ILLINOIS","CALHOUN COUNTY",4830,0.501035196687371,46.8,46.3,47.7,0.977018633540373,0.0031055900621118,0.005175983436853,0.00890269151138716,0,0.00020703933747412,0.00559006211180124,0.969772256728778,0.0126293995859213,0.0072463768115942,0,63009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.244227994227994,0.738095238095238,0.012987012987013,0.00288600288600289,0.0018037518037518,0.573913043478261,61.67,17.608,FALSE,FALSE,"red"
13,18,"INDIANA","BROWN COUNTY",15064,0.488183749336166,50,48.5,51.7,0.966011683483802,0.00650557620817844,0,0.0080323951141795,0,0.00358470525756771,0.0158656399362719,0.956585236325013,0.0171933085501859,0.00942644715878917,0,61030,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.338046988085959,0.643246854470549,0.0187061574434918,0,0,0.596189591078067,63.966,17.469,FALSE,FALSE,"red"
13,19,"IOWA","BLACK HAWK COUNTY",132393,0.491619647564448,35.2,33.9,36.1,0.837060871798358,0.0946726790691351,0.00420717107399938,0.0237550323657595,0.00265875084030122,0.0146835557771181,0.0229619390753288,0.810888793214143,0.044012900984191,0.0261720785842152,0.000679794248940654,53539,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.535296502635412,0.447689697115312,0.0108419803883291,0.0015467091135705,0.00462511074737585,0.502994871330055,72.313,11.198,FALSE,FALSE,"blue"
13,2,"ALASKA","ALEUTIANS EAST BOROUGH",3385,0.600590841949778,42.5,41.1,46.5,0.150664697193501,0.0419497784342688,0.466765140324963,0.196750369276219,0.0100443131462334,0.0419497784342688,0.0918759231905465,0.13205317577548,0.0901033973412112,0.0186115214180207,0.00974889217134416,69250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.345650200959419,0.603137559963698,0.0399325813561519,0.00518604952677298,0.00609360819395825,2.27858197932053,74.302,10.035,FALSE,FALSE,"red"
13,20,"KANSAS","BROWN COUNTY",9626,0.492104716393102,42.1,41.2,43.3,0.853417826719302,0.00851859547060046,0.0875753168501974,0.00623311863702472,0.000311655931851236,0.00332432993974652,0.0406191564512778,0.830147517141076,0.0463328485352171,0.0232703095782256,0.00186993559110742,48333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.246924625363453,0.729590695593827,0.0234846790427197,0,0,0.464471223768959,63.222,17.858,FALSE,FALSE,"red"
13,21,"KENTUCKY","BELL COUNTY",26791,0.49173229815983,41.7,39.6,43.5,0.952969280728603,0.0276958680153783,0.00223955806054272,0.00167966854540704,0,0.00134373483632563,0.0140718898137434,0.942443357844052,0.0106379007875779,0.0105259228845508,0.000111977903027136,26272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.178116288331342,0.810434090003982,0.00776583034647551,0,0.00368379131819992,0.374902019334851,58.982,18.017,TRUE,FALSE,"red"
13,22,"LOUISIANA","BIENVILLE PARISH",13564,0.471616042465349,41.9,41.8,42.1,0.547626069006193,0.431878501916839,0.000442347390150398,0.000368622825125332,0,0.0107637864936597,0.00892067236803303,0.543055145974639,0.00611913889708051,0.00457092303155411,0,30272,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.435035460992908,0.551914893617021,0.00695035460992908,0,0.00609929078014184,0.519758183426718,66.51,11.876,FALSE,FALSE,"red"
13,23,"MAINE","KNOX COUNTY",39759,0.498377725797933,48.4,45.9,50.6,0.960788752232199,0.00515606529339269,0.00505545914132649,0.00505545914132649,5.03030760330994e-05,0.00271636610578737,0.0211775950099349,0.951558137780125,0.0150909228099298,0.00923061445207374,0.000477879222314445,57751,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.580439459127228,0.383451137062077,0.0136370620774431,0.00952673632452366,0.0129456054087277,0.654744837646822,74.403,10.808,FALSE,FALSE,"blue"
13,24,"MARYLAND","CARROLL COUNTY",167699,0.494713743075391,42.4,40.8,43.7,0.915533187437015,0.0353251957376013,0.00252833946535161,0.01893869373103,0.000280264044508316,0.00693504433538662,0.020459275249107,0.890482352309793,0.035307306543271,0.025050835127222,0.000799050680087538,96769,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.363371774298045,0.600217289463455,0.0202139005452171,0.00535249733371874,0.0108445383595642,0.598256399859272,66.388,16.926,FALSE,FALSE,"red"
13,25,"MASSACHUSETTS","HAMPDEN COUNTY",467871,0.482962184020809,39,37.1,40.8,0.814412519690257,0.0886376800442857,0.00244511841939338,0.0239318102639403,0.000258618294358915,0.0408125316593676,0.0295017216283976,0.627429355527485,0.251693308625668,0.186983164162771,0.0113898916581707,55429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.570434751101711,0.395474494209508,0.0134560425375804,0.00528096452333181,0.0153537476278686,0.471909992284198,72.55,11.279,FALSE,FALSE,"blue"
13,26,"MICHIGAN","BARAGA COUNTY",8421,0.55302220638879,45.5,43,49.3,0.733998337489609,0.0929818311364446,0.0999881249257808,0.00403752523453272,0.000593753710960693,0.00451252820330127,0.0638878992993706,0.72627953924712,0.0159125994537466,0.00771879824248902,0,46065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.366022783556216,0.622090143635463,0.00767706785537395,0.00247647350173353,0.00173353145121347,0.479515496971856,64.021,15.25,FALSE,FALSE,"red"
13,27,"MINNESOTA","BLUE EARTH COUNTY",66795,0.500875814057938,31,30.1,32.1,0.907313421663298,0.0385957032712029,0.00264989894453178,0.0216034134291489,0.000164682985253387,0.005105172542855,0.0245677071637099,0.879017890560671,0.0364997380043416,0.0282955311026274,0,57429,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.508446367645835,0.464092535574603,0.0132312557210618,0.00385564894177693,0.0103741921167235,0.53972602739726,68.771,14.995,TRUE,FALSE,"blue"
13,28,"MISSISSIPPI","CALHOUN COUNTY",14499,0.477067383957514,41.4,39.9,42.8,0.652389819987585,0.273674046485965,0,0.00234498930960756,0,0.0528312297399821,0.0187599144768605,0.644872060142079,0.0602110490378647,0.00751775984550659,0,37263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.288619119878604,0.701820940819423,0.00227617602427921,0.000606980273141123,0.00667678300455235,0.454514104420995,60.517,15.717,FALSE,FALSE,"red"
13,29,"MISSOURI","BATES COUNTY",16296,0.490488463426608,41.6,40.9,42.5,0.953730976926853,0.0150957290132548,0.00625920471281296,0.00288414334806087,0.00190230731467845,0.00730240549828179,0.0128252331860579,0.941396661757486,0.0220913107511046,0.0123343151693667,0,47625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.198669201520913,0.783864068441065,0.0142585551330798,0.00166349809885932,0.00154467680608365,0.516445753559156,59.594,16.945,FALSE,FALSE,"red"
13,30,"MONTANA","CASCADE COUNTY",81625,0.505176110260337,38.3,36.9,39.9,0.87690045941807,0.0132312404287902,0.0456967840735069,0.00728943338437979,0.000796324655436447,0.0125329249617152,0.0435528330781011,0.852202143950995,0.0451087289433384,0.024698315467075,0.000306278713629403,49913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.387514103046258,0.584555597342359,0.0279302996113827,0,0,0.488637059724349,65.741,17.466,FALSE,FALSE,"red"
13,31,"NEBRASKA","BOX BUTTE COUNTY",10970,0.501823154056518,39.4,39.5,39.4,0.924703737465816,0.0135824977210574,0.0226982680036463,0.0108477666362808,0,0.00583409298085688,0.0223336371923428,0.814038286235187,0.125432999088423,0.110665451230629,0,54004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.202856591391623,0.772437753329473,0.0247056552789037,0,0,0.47228805834093,60.333,19.411,TRUE,FALSE,"red"
13,32,"NEVADA","HUMBOLDT COUNTY",16828,0.515806988352745,36,36.7,35.3,0.863501307344901,0.00647729973853102,0.0572854765866413,0.00647729973853102,5.94247682434038e-05,0.0461730449251248,0.0200261468980271,0.653672450677442,0.270204421202757,0.209828856667459,0,67756,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.217346544846223,0.756273323896538,0.0133830909792819,0,0.0129970402779565,0.461789874019491,63.263,14.718,FALSE,FALSE,"red"
13,33,"NEW HAMPSHIRE","MERRIMACK COUNTY",149917,0.492672612178739,42.8,41.3,44.3,0.94063381737895,0.0142678949018457,0.00284824269429084,0.020911571069325,0.000100055363968062,0.00384212597637359,0.0173962926152471,0.924244748760981,0.0215652661139164,0.0163890686179686,0.000660365402189211,75737,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.540426479594677,0.442191414731919,0.0173821056734035,0,0,0.599031464076789,68.567,12.763,FALSE,FALSE,"blue"
13,34,"NEW JERSEY","ESSEX COUNTY",795404,0.480916615958683,37.6,35.9,39.1,0.429361682868077,0.397278615646891,0.00225797204942394,0.0533137877103962,0.000310534017933025,0.0905828987533379,0.0268945089539404,0.305461124158289,0.230300576813795,0.123900558709788,0.0128249292183595,61510,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.772694759217054,0.218571085195664,0.00375313847517166,0.0028322294974675,0.00214878761464303,0.434132843184093,80.043,4.874,FALSE,FALSE,"blue"
13,35,"NEW MEXICO","DONA ANA COUNTY",216069,0.490843202865751,33.1,32,34.5,0.871480869537046,0.0180729304064905,0.0112464073976369,0.0112325229440595,0.000393392851357668,0.0687280452077808,0.0188458316556285,0.272357441372895,0.682610647524633,0.599123428164151,0.00198547686155811,40973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5803051753972,0.396921624859331,0.0136614997398386,0.00502172045352791,0.00408997955010225,0.382475042694695,74.443,10.094,FALSE,FALSE,"blue"
13,36,"NEW YORK","CHAUTAUQUA COUNTY",128496,0.493050367326609,42.6,41.2,44.1,0.922324430332462,0.0259774623334579,0.00319076080189267,0.00562663429211804,0.000638152160378533,0.0221252023409289,0.0201173577387623,0.87437741252646,0.0747727555721579,0.0479470178060017,0.00249034989416013,46820,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.386264012046177,0.583118621381964,0.0126484858624728,0.00339635268529363,0.0145725280240924,0.465150666168597,67.237,13.943,FALSE,FALSE,"red"
13,37,"NORTH CAROLINA","BEAUFORT COUNTY",47168,0.477633141112619,46.2,45,47.5,0.720170454545455,0.249787991858887,0.00262890094979647,0.00110244233378562,0,0.00858632971506106,0.0177238805970149,0.658221675712347,0.0775525780189959,0.0619487788331072,0.00125084803256445,45212,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.366064981949458,0.624624738742162,0.00520615618468554,0.00114003420102603,0.00296408892266768,0.557899423337856,65.83,14.199,TRUE,TRUE,"red"
13,38,"NORTH DAKOTA","BURKE COUNTY",2182,0.543996333638863,36.8,35.6,38.8,0.961961503208066,0.00229147571035747,0.00687442713107241,0.00504124656278643,0,0.0073327222731439,0.0164986251145738,0.957836846929423,0.0114573785517874,0.00412465627864345,0,77232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.118614718614719,0.860606060606061,0.0173160173160173,0,0.00346320346320346,0.529330889092576,58.641,19.832,FALSE,FALSE,"red"
13,39,"OHIO","BELMONT COUNTY",68024,0.512789603669293,44.6,42.2,47.3,0.931641773491709,0.0389862401505351,0.00233741032576738,0.00489533105962601,0.000117605550982006,0.00451311301893449,0.0175085264024462,0.926922850758556,0.00990826767023404,0.004718922733153,0.000147006938727508,50904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.276172630560928,0.712040618955513,0.00861339458413926,0,0.00317335589941973,0.486416558861578,56.114,19.927,FALSE,FALSE,"red"
13,4,"ARIZONA","MARICOPA COUNTY",4328810,0.494492250757136,36.4,35.3,37.6,0.776265301549387,0.0562833665603249,0.0198382465388871,0.0418941926303072,0.00223941452731813,0.0667227251831335,0.0367567530106426,0.552410246695974,0.309914272051672,0.223855054853412,0.00314266507423518,64468,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.503240586728971,0.481429242838023,0.0153301704330066,0,0,0.477762710768086,69.218,13.516,FALSE,FALSE,"blue"
13,40,"OKLAHOMA","BRYAN COUNTY",46457,0.485567298792432,37.2,35.8,39.4,0.739350367006049,0.0175861549389758,0.144585315453,0.00615623049271369,0.00146371913812773,0.0213100286286243,0.0695481843425103,0.710269711776481,0.0596896054415911,0.0290806552295671,4.30505628861097e-05,44212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.207999499248873,0.772658988482724,0.0143965948923385,0,0.0049449173760641,0.343887896334245,61.09,19.696,FALSE,FALSE,"red"
13,41,"OREGON","CROOK COUNTY",23011,0.493111989917865,47.5,47.1,47.8,0.930424579548911,0.00547564208422059,0.00995176220068663,0.00347659814871149,0.00438920516274825,0.0164269262526618,0.0298552866020599,0.882012950328104,0.0761809569336404,0.0484116292208074,0,49006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.246051268772657,0.730644743656137,0.0149533920248576,0.00271879854997411,0.00563179699637494,0.671331102516188,65.115,16.96,FALSE,FALSE,"red"
13,42,"PENNSYLVANIA","BLAIR COUNTY",123157,0.489286033274601,43.4,41.1,45.7,0.954635140511705,0.0166697792248918,0.00128291530323084,0.00613850613444628,0.000487183026543355,0.00345899948845782,0.0173274763107253,0.945711571408852,0.0126829981243453,0.00892356910285246,0.000665816802942586,49181,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.277317399166601,0.712414497995125,0.0102681028382734,0,0,0.516373409550411,63.334,17.764,FALSE,FALSE,"red"
13,45,"SOUTH CAROLINA","BEAUFORT COUNTY",186095,0.491689728364545,45.5,42.5,48.1,0.74689271608587,0.177473870872404,0.00275128294688197,0.0130470995996668,0.000655579139686719,0.036470619844703,0.0227088315107875,0.679228351110992,0.110884225798651,0.0676643649748784,0.00233214218544292,68377,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.443798231716666,0.543711350743599,0.0096182347830531,0.00218735626309603,0.00068482649358614,0.525726107633198,72.669,11.27,TRUE,TRUE,"red"
13,46,"SOUTH DAKOTA","BROWN COUNTY",38915,0.492509315174097,37,36.2,38.2,0.893434408325838,0.0237183605293589,0.035025054606193,0.0312732879352435,0,0.00138763972761146,0.0151612488757549,0.871232172684055,0.0293717075677759,0.0222022356417834,0.00205576255942439,58216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.372599304724454,0.602952071579187,0.0244486236963584,0,0,0.450905820377746,66.199,15.924,FALSE,FALSE,"red"
13,47,"TENNESSEE","CAMPBELL COUNTY",39797,0.488328265949695,44.1,43.2,45,0.972686383395733,0.00319119531622987,0.00243736965097872,0.00427167876975651,0,0.00359323567103048,0.0138201371962711,0.963087669924869,0.0139709023293213,0.00959871347086464,0,39803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.163463470166745,0.825755039174982,0,0,0.0107814906582736,0.375229288639847,58.918,18.166,FALSE,FALSE,"red"
13,48,"TEXAS","ATASCOSA COUNTY",49528,0.499374091423033,35.4,34.4,36.3,0.923942012598934,0.0027257308996931,0.00246325310935229,0.00349297367145857,0,0.0200290744629301,0.047346955257632,0.332882409949927,0.643171539331287,0.591059602649007,0,55366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.324318357434595,0.664477315376973,0.00789270338889502,0.00320123633955183,0.000110387459984546,0.365813277338071,68.842,12.662,FALSE,FALSE,"red"
13,49,"UTAH","DUCHESNE COUNTY",20148,0.510224339884852,31.5,31.3,31.5,0.896515783204288,0.00446694460988684,0.0384653563629144,0.00531070081397657,0.00317649394480842,0.0302263251935676,0.0218383958705579,0.851796704387532,0.081893984514592,0.044719078816756,0.000347429025213421,63224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.0984698049293307,0.877467585562434,0.0124985398901997,0.00105127905618503,0.0105127905618503,0.424905697836014,57.866,22.079,FALSE,FALSE,"red"
13,5,"ARKANSAS","CALHOUN COUNTY",5192,0.502503852080123,44.5,45,44.2,0.76213405238829,0.216679506933744,0.00173343605546995,0,0.00308166409861325,0.00173343605546995,0.0146379044684129,0.724576271186441,0.0398690292758089,0.037557781201849,0.00192604006163328,46417,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.219523373052246,0.749770852428964,0.0073327222731439,0.00366636113657195,0.0197066911090742,0.420261941448382,58.442,17.75,FALSE,FALSE,"red"
13,50,"VERMONT","GRAND ISLE COUNTY",7022,0.496866989461692,48.2,47.6,49.2,0.943890629450299,0.00825975505553973,0.00598120193677015,0.00512674451723156,0,0.000854457419538593,0.0358872116206209,0.928083167188835,0.0199373397892338,0.015807462261464,0,71587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.578692493946731,0.379453476305777,0.00812867519889312,0.00224835696990661,0.0314769975786925,0.823412133295357,73.677,10.887,FALSE,FALSE,"blue"
13,51,"VIRGINIA","ARLINGTON COUNTY",233464,0.500227015728335,34.7,34.5,34.9,0.714936778261317,0.0914916218346297,0.0035680019189254,0.102623959154302,0.00125929479491485,0.0480373847788096,0.0380829592571017,0.614925641640681,0.155805606003495,0.100011136620635,0.00265565568995648,120071,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.805758037005025,0.170706522154828,0.0140432464681541,0,0.00949219437199306,0.559996402014872,83.652,6.317,FALSE,FALSE,"blue"
13,53,"WASHINGTON","COLUMBIA COUNTY",3992,0.482464929859719,50.2,48.6,50.8,0.893787575150301,0.00901803607214429,0.00175350701402806,0.0180360721442886,0.0105210420841683,0.0137775551102204,0.0531062124248497,0.853957915831663,0.0779058116232465,0.0398296593186373,0,53423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.267735470941884,0.703006012024048,0.0204408817635271,0.00200400801603206,0.00681362725450902,0.625,69.106,14.621,FALSE,FALSE,"red"
13,54,"WEST VIRGINIA","CALHOUN COUNTY",7295,0.482933516106923,48.1,49.4,47.1,0.990130226182317,0.000411240575736806,0.00287868403015764,0,0,0,0.0065798492117889,0.971487320082248,0.0186429061000685,0.0186429061000685,0,38382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.191181420397173,0.795691686300909,0.00976102322450353,0.00336587007741501,0,0.40726525017135,59.352,19.424,FALSE,FALSE,"red"
13,55,"WISCONSIN","BURNETT COUNTY",15289,0.513898881548826,52.8,52.4,53.4,0.91477532866767,0.00555955261953038,0.0408790633788999,0.00340113807312447,6.54065014062398e-05,0.00137353652953104,0.0339459742298384,0.903656223428609,0.0186408529007783,0.0111191052390608,0,52672,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.351937678729908,0.637215264766788,0.00848042599349177,9.86096045754857e-05,0.00226802090523617,0.663287330760678,64.888,16.029,FALSE,FALSE,"red"
13,56,"WYOMING","FREMONT COUNTY",39812,0.503215111021802,38.7,38,39.4,0.725735959007334,0.00537526373957601,0.208052848387421,0.00454636792926756,0.000175826384004823,0.0176831106199136,0.0384306239324827,0.697252084798553,0.0692755952979001,0.0284838742087813,2.51180548578318e-05,55896,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.302676318964572,0.658495119008446,0.0176044751563014,0,0.0212240868706811,0.458002612277705,65.864,16.204,FALSE,FALSE,"red"
13,6,"CALIFORNIA","CONTRA COSTA COUNTY",1142251,0.48894857610105,39.7,38.3,40.9,0.558462194386348,0.0872330162109729,0.00482030657009712,0.167198803065176,0.004929739610646,0.109108243284532,0.0682476968722286,0.438250437075564,0.255896471090855,0.120211757310784,0.00328299121646643,99716,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.71628167812343,0.262984332101645,0.0105209559000612,0.00450357464786794,0.0057094592269953,0.508921419197707,80.108,7.328,FALSE,FALSE,"blue"
13,8,"COLORADO","BOULDER COUNTY",322510,0.502964249170568,36.6,35.1,38.1,0.889739853027813,0.00912839911940715,0.00439056153297572,0.047381476543363,0.000629437846888469,0.018399429475055,0.0303308424544975,0.775709280332393,0.13872438063936,0.11403057269542,0.000759666366934359,83019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.771860793455953,0.206204423829878,0.0123186050235068,0.00338167298203395,0.00623450470862788,0.639084059409011,77.186,8.376,FALSE,FALSE,"blue"
13,9,"CONNECTICUT","TOLLAND COUNTY",151063,0.500460072949697,37.7,36.4,39,0.879235815520677,0.0318145409531123,0.000582538411126484,0.0487942116865149,1.98592640156756e-05,0.0158609321938529,0.023692101970701,0.846117182897202,0.055155795926203,0.033118632623475,0.00254198579400647,87069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.547005476125579,0.431622766806254,0.015821294942637,0.0049309909061625,0.000619471219367148,0.53430687858708,72.124,11.391,FALSE,FALSE,"blue"
131,1,"ALABAMA","WILCOX COUNTY",10681,0.469431701151578,40.5,38.6,42.1,0.272914521112255,0.693755266360828,0.00177885965733546,0.000280872577474019,0,0,0.0312704802921075,0.268420559872671,0.00533657897200637,0.00449396123958431,0,31014,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.685753006945621,0.31052007453837,0,0,0.00372691851600881,0.552663608276379,68.966,7.136,FALSE,FALSE,"blue"
131,12,"FLORIDA","WALTON COUNTY",68262,0.505889074448449,44,42.1,45.5,0.867656968738097,0.0462336292519996,0.00561073510884533,0.0103278544431748,0,0.0313644487416132,0.0388063637162697,0.84269432480736,0.0622894143154317,0.0249626439307375,0.000117195511411913,58093,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.236507972821487,0.753746196609549,0.00768685227974652,0.000983734071515179,0.00107524421770264,0.640341624915766,65.443,17.392,TRUE,TRUE,"red"
131,13,"GEORGIA","GRADY COUNTY",24828,0.486265506686,40.3,37.2,42.5,0.654543257612373,0.298292250684711,0.00539713227001772,0.00559851780248107,0.000362493958434026,0.00213468664411149,0.0336716610278718,0.579708393748993,0.114628645078138,0.07483486386338,0.00962622845174803,43531,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.338003175492668,0.65695339497525,0.00504342953208182,0,0,0.431246979217013,66.298,13.028,FALSE,FALSE,"red"
131,17,"ILLINOIS","MERCER COUNTY",15589,0.499839630508692,44.9,43.9,45.9,0.97042786580281,0.00628648405927256,0.000962216947847841,0.00416960677400731,0,0.00307909423311309,0.0150747321829495,0.952979665148502,0.024376162678812,0.0174482006543075,0,59787,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.368829416394917,0.609243225008434,0.015068031035646,0.00539750365455977,0.00146182390644327,0.570466354480724,61.599,16.521,FALSE,FALSE,"red"
131,18,"INDIANA","PULASKI COUNTY",12559,0.504021020781909,41.6,40.4,43.2,0.950712636356398,0.0019109801735807,0.00246834939087507,0.00644955808583486,0.00151285930408472,0.0147304721713512,0.0222151445178756,0.941237359662394,0.030097937733896,0.0094752766940043,0,49580,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.251980709610747,0.731312435411643,0.0167068549776094,0,0,0.462297953658731,60.855,18.224,FALSE,FALSE,"red"
