disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh,id
3289,2008-08-29T00:00:00.000Z,HURRICANE GUSTAV,2008-08-27T00:00:00.000Z,2008-09-11T00:00:00.000Z,Emergency,LA,Louisiana,Hurricane,2008-08-29T00:00:00.000Z,2017-07-03T00:00:00.000Z,2017-06-30T00:00:00.000Z,6e5258757a474da5fd09e1f03fdd83fd26bc5b8d,2021-07-13T23:01:17.047Z,5aa2d574cb4f0f7020b173b9
1783,2008-08-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-07-26T00:00:00.000Z,2008-08-20T00:00:00.000Z,Major Disaster,NM,New Mexico,Severe Storm(s),2008-08-14T00:00:00.000Z,2008-08-25T00:00:00.000Z,,62d15b6400d1925faa042583d9cf2024fa0ebb16,2021-07-13T23:01:17.054Z,5aa2d574cb4f0f7020b173ba
1773,2008-06-25T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-06-01T00:00:00.000Z,2008-08-13T00:00:00.000Z,Major Disaster,MO,Missouri,Severe Storm(s),2008-06-25T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-07-30T00:00:00.000Z,35f073d0bd174469496cf2b051607382f13d86a7,2021-07-13T23:01:17.071Z,5aa2d574cb4f0f7020b173be
1770,2008-06-20T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2008-05-22T00:00:00.000Z,2008-06-24T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2008-06-20T00:00:00.000Z,2015-09-24T00:00:00.000Z,2015-07-09T00:00:00.000Z,3e753d58adc1aa43025871f319cfe6ac21cb936b,2021-07-13T23:01:17.081Z,5aa2d574cb4f0f7020b173bf
1800,2008-10-03T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-09-13T00:00:00.000Z,2008-10-05T00:00:00.000Z,Major Disaster,IL,Illinois,Severe Storm(s),2008-10-03T00:00:00.000Z,2019-02-25T00:00:00.000Z,2019-02-25T00:00:00.000Z,5c7754027655d69dbd6f35d86838ac22b2144737,2021-07-13T23:01:16.985Z,5aa2d574cb4f0f7020b173c3
1795,2008-09-23T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-09-12T00:00:00.000Z,2008-10-06T00:00:00.000Z,Major Disaster,IN,Indiana,Severe Storm(s),2008-09-23T00:00:00.000Z,2018-08-20T00:00:00.000Z,2018-08-10T00:00:00.000Z,3c78e00ee4d6cd5273b9b82a8235a9b7f0acbac1,2021-07-13T23:01:17.029Z,5aa2d574cb4f0f7020b173c4
1775,2008-07-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-06-03T00:00:00.000Z,2008-06-20T00:00:00.000Z,Major Disaster,OK,Oklahoma,Severe Storm(s),2008-07-09T00:00:00.000Z,2018-04-03T00:00:00.000Z,2018-03-26T00:00:00.000Z,b9cce345833806896945ff2a6d6165fc36af49e8,2021-07-13T23:01:17.064Z,5aa2d574cb4f0f7020b173b2
2767,2008-06-03T00:00:00.000Z,REIN STREET FIRE,2008-06-03T00:00:00.000Z,2008-06-03T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-06-18T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,5195a85737e2e46ab5d3a0dafc7f01c6dbff6dd2,2021-07-13T23:01:17.128Z,5aa2d574cb4f0f7020b173b7
1776,2008-07-09T00:00:00.000Z,"SEVERE STORMS, FLOODING AND TORNADOES",2008-05-22T00:00:00.000Z,2008-06-16T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Storm(s),2008-07-09T00:00:00.000Z,2014-12-18T00:00:00.000Z,2014-12-11T00:00:00.000Z,2569acce3eaff77123a52a8b94a4767855635249,2021-07-13T23:01:17.063Z,5aa2d574cb4f0f7020b173bc
2769,2008-06-05T00:00:00.000Z,GOTEBO FIRE,2008-06-05T00:00:00.000Z,2008-06-05T00:00:00.000Z,Fire Management,OK,Oklahoma,Fire,2008-06-23T00:00:00.000Z,2012-07-11T00:00:00.000Z,2012-07-10T00:00:00.000Z,2ee64fec2f90c7b9de71b650854bbd87665bade2,2021-07-13T23:01:17.124Z,5aa2d574cb4f0f7020b173c1
3287,2008-06-28T00:00:00.000Z,WILDFIRES,2008-06-20T00:00:00.000Z,2008-08-20T00:00:00.000Z,Emergency,CA,California,Fire,2008-06-28T00:00:00.000Z,2015-05-19T00:00:00.000Z,2015-05-11T00:00:00.000Z,33c9e32c02e42bb4edc7d0aa5efd618ec802ddfe,2021-07-13T23:01:17.068Z,5aa2d574cb4f0f7020b173b3
1777,2008-07-14T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06-06T00:00:00.000Z,2008-07-13T00:00:00.000Z,Major Disaster,MI,Michigan,Severe Storm(s),2008-07-14T00:00:00.000Z,2015-12-21T00:00:00.000Z,2015-12-16T00:00:00.000Z,c76069c60e30d08cee69338a70ac7fa4a361b4f2,2021-07-13T23:01:17.061Z,5aa2d574cb4f0f7020b173b1
1787,2008-09-05T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-07-24T00:00:00.000Z,2008-08-14T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2008-09-05T00:00:00.000Z,2016-06-06T00:00:00.000Z,2016-05-11T00:00:00.000Z,dbb78879f98b88f0c32b53503995c303dfb03fc6,2021-07-13T23:01:17.044Z,5aa2d574cb4f0f7020b173b8
2771,2008-06-11T00:00:00.000Z,HUMBOLDT FIRE,2008-06-11T00:00:00.000Z,2008-06-18T00:00:00.000Z,Fire Management,CA,California,Fire,2008-06-23T00:00:00.000Z,2013-08-01T00:00:00.000Z,2010-10-05T00:00:00.000Z,56a131f8fb714c51025cbd83b2fc68aee6e4468a,2021-07-13T23:01:17.121Z,5aa2d574cb4f0f7020b173b6
2780,2008-07-04T00:00:00.000Z,GAP FIRE,2008-07-03T00:00:00.000Z,,Fire Management,CA,California,Fire,2008-07-16T00:00:00.000Z,2009-04-16T00:00:00.000Z,2009-03-16T00:00:00.000Z,398e336f7a31e0c64c66e9bfacbd3b06c1498dc6,2021-07-13T23:01:17.066Z,5aa2d574cb4f0f7020b173bd
1779,2008-07-18T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2008-06-27T00:00:00.000Z,2008-06-27T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2008-07-18T00:00:00.000Z,2014-08-29T00:00:00.000Z,2014-08-26T00:00:00.000Z,efbeb5562a12c0d49f56534855467d08c014d9be,2021-07-13T23:01:17.057Z,5aa2d574cb4f0f7020b173bb
1763,2008-05-27T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2008-05-25T00:00:00.000Z,2008-08-13T00:00:00.000Z,Major Disaster,IA,Iowa,Severe Storm(s),2008-05-27T00:00:00.000Z,2009-04-06T00:00:00.000Z,,ab4995e8d323cfe78eaf7a9682c779c713b1d551,2021-07-13T23:01:17.131Z,5aa2d574cb4f0f7020b173c2
1767,2008-06-13T00:00:00.000Z,SEVERE WINTER STORM,2008-05-01T00:00:00.000Z,2008-05-02T00:00:00.000Z,Major Disaster,MT,Montana,Severe Storm(s),2008-06-13T00:00:00.000Z,2015-10-22T00:00:00.000Z,2015-10-22T00:00:00.000Z,8c7db26f51a07804b05767b8ed7bb49bc6c36485,2021-07-13T23:01:17.119Z,5aa2d574cb4f0f7020b173c0
1791,2008-09-13T00:00:00.000Z,HURRICANE IKE,2008-09-07T00:00:00.000Z,2008-10-02T00:00:00.000Z,Major Disaster,TX,Texas,Hurricane,2008-09-13T00:00:00.000Z,2008-10-03T00:00:00.000Z,,71d7894b495b88a54bfbd0f2c98d8add297aa1f2,2021-07-13T23:01:17.034Z,5aa2d574cb4f0f7020b173c5
3288,2008-08-21T00:00:00.000Z,TROPICAL STORM FAY,2008-08-18T00:00:00.000Z,2008-09-12T00:00:00.000Z,Emergency,FL,Florida,Severe Storm(s),2008-08-21T00:00:00.000Z,2019-09-30T00:00:00.000Z,2019-09-30T00:00:00.000Z,2be5b72a56c69a6a04bf38ca9b47afd9044fd77c,2021-07-13T23:01:17.053Z,5aa2d574cb4f0f7020b173c9
1781,2008-07-31T00:00:00.000Z,FLOODING,2008-05-15T00:00:00.000Z,2008-06-09T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2008-07-31T00:00:00.000Z,2008-07-31T00:00:00.000Z,,a559c90e51aaf61acbe24fae9e72950b024b374d,2021-07-13T23:01:17.056Z,5aa2d574cb4f0f7020b173ca
2776,2008-06-22T00:00:00.000Z,WILD FIRE,2008-06-21T00:00:00.000Z,,Fire Management,CA,California,Fire,2008-07-01T00:00:00.000Z,2013-08-01T00:00:00.000Z,2011-10-05T00:00:00.000Z,4fdf1856d0412d52c426118db9ecdfa3083bb742,2021-07-13T23:01:17.073Z,5aa2d574cb4f0f7020b173ce
1768,2008-06-14T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06-05T00:00:00.000Z,2008-07-25T00:00:00.000Z,Major Disaster,WI,Wisconsin,Severe Storm(s),2008-06-14T00:00:00.000Z,2017-08-02T00:00:00.000Z,2017-07-31T00:00:00.000Z,83e6d000861a5257c085f3fe3b1526896389f908,2021-07-13T23:01:17.118Z,5aa2d574cb4f0f7020b173cf
1786,2008-09-02T00:00:00.000Z,HURRICANE GUSTAV ,2008-09-01T00:00:00.000Z,2008-09-11T00:00:00.000Z,Major Disaster,LA,Louisiana,Hurricane,2008-09-03T00:00:00.000Z,2008-09-14T00:00:00.000Z,,e8a951e26ffe701523d27099bf8837f5efbd6544,2021-07-13T23:01:17.045Z,5aa2d574cb4f0f7020b173d3
3290,2008-08-29T00:00:00.000Z,HURRICANE GUSTAV,2008-08-27T00:00:00.000Z,2008-09-07T00:00:00.000Z,Emergency,TX,Texas,Hurricane,2008-08-29T00:00:00.000Z,2015-10-20T00:00:00.000Z,2015-10-15T00:00:00.000Z,b4eba17e2feb3378fe8ecebea289d8e6b6cf7066,2021-07-13T23:01:17.047Z,5aa2d574cb4f0f7020b173d4
2779,2008-06-29T00:00:00.000Z,LANE 2 FIRE,2008-06-29T00:00:00.000Z,2008-07-05T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2008-07-16T00:00:00.000Z,2010-11-03T00:00:00.000Z,2010-10-28T00:00:00.000Z,d5c5214c964afd0a260c338b9629bca3db1ef297,2021-07-13T23:01:17.066Z,5aa2d574cb4f0f7020b173d8
1772,2008-06-25T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-06-06T00:00:00.000Z,2008-06-12T00:00:00.000Z,Major Disaster,MN,Minnesota,Severe Storm(s),2008-06-25T00:00:00.000Z,2015-01-27T00:00:00.000Z,2015-01-26T00:00:00.000Z,e04284df14a2a022952ac60c2b4a1ee2762f6e3d,2021-07-13T23:01:17.072Z,5aa2d574cb4f0f7020b173d9
1762,2008-05-26T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2008-05-22T00:00:00.000Z,2008-05-22T00:00:00.000Z,Major Disaster,CO,Colorado,Severe Storm(s),2008-05-26T00:00:00.000Z,2015-12-15T00:00:00.000Z,2015-12-08T00:00:00.000Z,c0ce6e277215c16d87d331bad94710f2c62500bb,2021-07-13T23:01:17.132Z,5aa2d574cb4f0f7020b173dd
1784,2008-08-15T00:00:00.000Z,"SEVERE STORMS, A TORNADO, AND FLOODING",2008-07-18T00:00:00.000Z,2008-07-18T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm(s),2008-08-15T00:00:00.000Z,2014-02-04T00:00:00.000Z,2014-01-28T00:00:00.000Z,61a89bbbdf96da682060561c152ef72f533019e1,2021-07-13T23:01:17.054Z,5aa2d574cb4f0f7020b173de
2777,2008-06-25T00:00:00.000Z,BIG SPRINGS FIRE,2008-06-25T00:00:00.000Z,2008-06-25T00:00:00.000Z,Fire Management,NM,New Mexico,Fire,2008-07-16T00:00:00.000Z,2011-09-07T00:00:00.000Z,2011-06-02T00:00:00.000Z,2f5ce85fbdd0569aaa1cf75e8a51e5c35a4519fa,2021-07-13T23:01:17.071Z,5aa2d574cb4f0f7020b173e2
2775,2008-06-20T00:00:00.000Z,TRABING FIRE,2008-06-20T00:00:00.000Z,,Fire Management,CA,California,Fire,2008-07-01T00:00:00.000Z,2009-04-16T00:00:00.000Z,2009-03-16T00:00:00.000Z,414e9879a2ff42e4e8700b3ca996382e1f6346e5,2021-07-13T23:01:17.074Z,5aa2d574cb4f0f7020b173e3
1788,2008-09-09T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND TORNADOES",2008-07-18T00:00:00.000Z,2008-08-16T00:00:00.000Z,Major Disaster,ME,Maine,Severe Storm(s),2008-09-05T00:00:00.000Z,2012-10-31T00:00:00.000Z,2012-10-31T00:00:00.000Z,9c9b60dec6beedb514ed7918dfbff90444da4414,2021-07-13T23:01:17.043Z,5aa2d574cb4f0f7020b173c7
2782,2008-07-08T00:00:00.000Z,CAMP FIRE,2008-06-21T00:00:00.000Z,,Fire Management,CA,California,Fire,2008-07-17T00:00:00.000Z,2009-04-16T00:00:00.000Z,2009-03-16T00:00:00.000Z,b69786d95b87922fe4a90f5c5afbe411324aa59e,2021-07-13T23:01:17.065Z,5aa2d574cb4f0f7020b173cc
1765,2008-05-30T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2008-04-23T00:00:00.000Z,2008-04-26T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2008-05-30T00:00:00.000Z,2014-10-22T00:00:00.000Z,2012-11-06T00:00:00.000Z,e7f0ee6e3519610b87b2f0842849a814645b27d1,2021-07-13T23:01:17.129Z,5aa2d574cb4f0f7020b173d1
3292,2008-08-30T00:00:00.000Z,HURRICANE GUSTAV,2008-08-29T00:00:00.000Z,2008-09-03T00:00:00.000Z,Emergency,AL,Alabama,Hurricane,2008-08-30T00:00:00.000Z,2014-01-24T00:00:00.000Z,2013-01-16T00:00:00.000Z,126d9c2283db870c0ae3be156ac9bb38c6ed401f,2021-07-13T23:01:17.046Z,5aa2d574cb4f0f7020b173c8
1778,2008-07-15T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-06-14T00:00:00.000Z,2008-06-17T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm(s),2008-07-15T00:00:00.000Z,2013-03-20T00:00:00.000Z,2013-03-13T00:00:00.000Z,352e304c2c7a31b92e436c69f68e3d47cd17e2a7,2021-07-13T23:01:17.058Z,5aa2d574cb4f0f7020b173d6
2778,2008-06-27T00:00:00.000Z,NASH RANCH FIRE,2008-06-24T00:00:00.000Z,,Fire Management,CO,Colorado,Fire,2008-07-16T00:00:00.000Z,2011-05-17T00:00:00.000Z,2011-05-04T00:00:00.000Z,6ab3a43c7e0a942fe012bee37b8bea52e9ad9cff,2021-07-13T23:01:17.070Z,5aa2d574cb4f0f7020b173cd
2772,2008-06-11T00:00:00.000Z,MARTIN FIRE,2008-06-11T00:00:00.000Z,2008-06-17T00:00:00.000Z,Fire Management,CA,California,Fire,2008-06-23T00:00:00.000Z,2013-08-01T00:00:00.000Z,2010-10-05T00:00:00.000Z,edb694d9ce4ecc5c54b18fed31b2fd6073aa2d51,2021-07-13T23:01:17.120Z,5aa2d574cb4f0f7020b173db
1761,2008-05-23T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2008-05-11T00:00:00.000Z,2008-05-12T00:00:00.000Z,Major Disaster,GA,Georgia,Severe Storm(s),2008-05-23T00:00:00.000Z,2018-01-30T00:00:00.000Z,2018-01-10T00:00:00.000Z,ac712f72c94394edff73623502fa6f1b34f5afcf,2021-07-13T23:01:17.133Z,5aa2d574cb4f0f7020b173d2
2783,2008-07-11T00:00:00.000Z,SPOKANE VALLEY FIRE,2008-07-10T00:00:00.000Z,2008-07-19T00:00:00.000Z,Fire Management,WA,Washington,Fire,2008-07-24T00:00:00.000Z,2011-01-19T00:00:00.000Z,2011-01-10T00:00:00.000Z,da7a4f031de01d56ac7631b0058797ab0dbbab9f,2021-07-13T23:01:17.063Z,5aa2d574cb4f0f7020b173e0
1774,2008-07-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-06-02T00:00:00.000Z,2008-06-12T00:00:00.000Z,Major Disaster,SD,South Dakota,Severe Storm(s),2008-07-09T00:00:00.000Z,2013-02-27T00:00:00.000Z,2013-02-20T00:00:00.000Z,6b524963fd2cc97d411a1dbd29fe39a892321fa9,2021-07-13T23:01:17.064Z,5aa2d574cb4f0f7020b173d7
1766,2008-06-08T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND TORNADOES",2008-05-30T00:00:00.000Z,2008-06-27T00:00:00.000Z,Major Disaster,IN,Indiana,Severe Storm(s),2008-06-09T00:00:00.000Z,2019-09-17T00:00:00.000Z,2018-10-03T00:00:00.000Z,3d9ec8aeacb460929c2d95aa00800213093b6ae3,2021-07-13T23:01:17.123Z,5aa2d574cb4f0f7020b173e5
2768,2008-06-04T00:00:00.000Z,HUGHES RANCH FIRE,2008-06-04T00:00:00.000Z,2008-06-04T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-06-23T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,b2474c762ec410b02ffc1003acfd51e9a12f8230,2021-07-13T23:01:17.126Z,5aa2d574cb4f0f7020b173dc
2781,2008-07-04T00:00:00.000Z,BASIN FIRE COMPLEX,2008-07-04T00:00:00.000Z,,Fire Management,CA,California,Fire,2008-07-17T00:00:00.000Z,2009-04-16T00:00:00.000Z,2009-03-16T00:00:00.000Z,c3b6399b4e27e2715a6cfa1c7e8778392295506c,2021-07-13T23:01:17.065Z,5aa2d574cb4f0f7020b173e1
1760,2008-05-23T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2008-05-10T00:00:00.000Z,2008-05-11T00:00:00.000Z,Major Disaster,MO,Missouri,Severe Storm(s),2008-05-23T00:00:00.000Z,2014-10-21T00:00:00.000Z,2014-10-07T00:00:00.000Z,cb5a30041570f37e0602d6588af785fe95265a46,2021-07-13T23:01:17.132Z,5aa2d574cb4f0f7020b173c6
1764,2008-05-28T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2008-04-04T00:00:00.000Z,2008-04-04T00:00:00.000Z,Major Disaster,MS,Mississippi,Severe Storm(s),2008-05-28T00:00:00.000Z,2018-01-11T00:00:00.000Z,2017-11-14T00:00:00.000Z,fab054a8a61e56e3cc13bb2ea8fc821507c2626a,2021-07-13T23:01:17.130Z,5aa2d574cb4f0f7020b173e6
2784,2008-07-11T00:00:00.000Z,BADGER MOUNTAIN FIRE COMPLEX,2008-07-10T00:00:00.000Z,2008-07-18T00:00:00.000Z,Fire Management,WA,Washington,Fire,2008-07-24T00:00:00.000Z,2011-01-19T00:00:00.000Z,2011-01-10T00:00:00.000Z,646a12b3595fb4be00fb9bd7ab8bcdce69bbcb22,2021-07-13T23:01:17.061Z,5aa2d574cb4f0f7020b173cb
2770,2008-06-10T00:00:00.000Z,OPHIR FIRE,2008-06-10T00:00:00.000Z,2008-06-13T00:00:00.000Z,Fire Management,CA,California,Fire,2008-06-23T00:00:00.000Z,2013-08-01T00:00:00.000Z,2011-09-29T00:00:00.000Z,459deefe814eea59bafe79d65324b0ed87ca60a6,2021-07-13T23:01:17.122Z,5aa2d574cb4f0f7020b173d0
1782,2008-08-11T00:00:00.000Z,"SEVERE STORMS, TORNADO, AND FLOODING",2008-07-24T00:00:00.000Z,2008-07-24T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2008-08-11T00:00:00.000Z,2014-02-26T00:00:00.000Z,2014-02-25T00:00:00.000Z,a94ebdb73d83dd8f38f33a41a61117a00382ba59,2021-07-13T23:01:17.055Z,5aa2d574cb4f0f7020b173d5
1769,2008-06-19T00:00:00.000Z,"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND",2008-06-03T00:00:00.000Z,2008-06-07T00:00:00.000Z,Major Disaster,WV,West Virginia,Severe Storm(s),2008-06-19T00:00:00.000Z,2014-08-14T00:00:00.000Z,2014-08-07T00:00:00.000Z,edc56572f9be71cf7a8d680b0f2b696b02a35146,2021-07-13T23:01:17.084Z,5aa2d574cb4f0f7020b173da
1780,2008-07-24T00:00:00.000Z,HURRICANE DOLLY,2008-07-22T00:00:00.000Z,2008-08-01T00:00:00.000Z,Major Disaster,TX,Texas,Hurricane,2008-07-24T00:00:00.000Z,2008-08-08T00:00:00.000Z,,a6baddbaf323fde5a6e73f05122b5225f5abb6be,2021-07-13T23:01:17.056Z,5aa2d574cb4f0f7020b173df
2773,2008-06-13T00:00:00.000Z,EVANS ROAD FIRE,2008-06-13T00:00:00.000Z,,Fire Management,NC,North Carolina,Fire,2008-06-23T00:00:00.000Z,2013-10-30T00:00:00.000Z,2013-09-27T00:00:00.000Z,2f1037930a13c2c427ff9fa18923bf7a9b483638,2021-07-13T23:01:17.119Z,5aa2d574cb4f0f7020b173e4
1755,2008-05-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2008-04-28T00:00:00.000Z,2008-05-14T00:00:00.000Z,Major Disaster,ME,Maine,Flood,2008-05-09T00:00:00.000Z,2016-10-04T00:00:00.000Z,2016-09-29T00:00:00.000Z,0a0fe91689fa3a42cf3f92617af8b3df35b79551,2021-07-13T23:01:17.140Z,5aa2d574cb4f0f7020b173e8
1759,2008-05-22T00:00:00.000Z,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,2008-05-01T00:00:00.000Z,2008-05-02T00:00:00.000Z,Major Disaster,SD,South Dakota,Snow,2008-05-22T00:00:00.000Z,2014-06-17T00:00:00.000Z,2014-06-12T00:00:00.000Z,8c8e15b8a6e74a2c0b163f7da57a31537998dba4,2021-07-13T23:01:17.134Z,5aa2d574cb4f0f7020b173e7
2766,2008-05-22T00:00:00.000Z,SUMMIT FIRE,2008-05-22T00:00:00.000Z,2008-05-28T00:00:00.000Z,Fire Management,CA,California,Fire,2008-05-30T00:00:00.000Z,2013-08-01T00:00:00.000Z,2010-10-05T00:00:00.000Z,df365e9442fd38be9243a78ece407dc344035e4d,2021-07-13T23:01:17.134Z,5aa2d574cb4f0f7020b173ea
2764,2008-05-01T00:00:00.000Z,PRICE FIRE,2008-05-01T00:00:00.000Z,2008-05-04T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-05-21T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,b20ba6c1d8e38d47eb0397226cd7c7dec2255dc5,2021-07-13T23:01:17.142Z,5aa2d574cb4f0f7020b173ec
2765,2008-05-12T00:00:00.000Z,BREVARD FIRE COMPLEX,2008-05-11T00:00:00.000Z,,Fire Management,FL,Florida,Fire,2008-05-21T00:00:00.000Z,2011-09-07T00:00:00.000Z,2011-06-08T00:00:00.000Z,3a4bb7acfe061d7b325ec93362f3d433544ed30a,2021-07-13T23:01:17.139Z,5aa2d574cb4f0f7020b173eb
2763,2008-04-27T00:00:00.000Z,SANTA ANITA FIRE,2008-04-26T00:00:00.000Z,2008-05-02T00:00:00.000Z,Fire Management,CA,California,Fire,2008-04-30T00:00:00.000Z,2013-08-01T00:00:00.000Z,2011-09-29T00:00:00.000Z,90f1671534a951997594e8e8d4a578bb83833420,2021-07-13T23:01:17.143Z,5aa2d574cb4f0f7020b173e9
1756,2008-05-14T00:00:00.000Z," SEVERE STORMS, TORNADOES, AND FLOODING",2008-05-10T00:00:00.000Z,2008-05-13T00:00:00.000Z,Major Disaster,OK,Oklahoma,Severe Storm(s),2008-05-14T00:00:00.000Z,2016-02-02T00:00:00.000Z,2016-01-29T00:00:00.000Z,195fdee487aa255bd4f3172c4a491da143581286,2021-07-13T23:01:17.138Z,5aa2d574cb4f0f7020b173ef
1752,2008-05-05T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2008-03-17T00:00:00.000Z,2008-03-23T00:00:00.000Z,Major Disaster,OK,Oklahoma,Severe Storm(s),2008-05-05T00:00:00.000Z,2012-09-12T00:00:00.000Z,2012-09-11T00:00:00.000Z,562d7044fe4caffc2c3fed2012f950c10bd33852,2021-07-13T23:01:17.141Z,5aa2d574cb4f0f7020b173f0
2759,2008-04-10T00:00:00.000Z,PARKER FIRE,2008-04-10T00:00:00.000Z,2008-04-14T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-04-23T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,e8274f58b771e55219b3d25fd5183407e808ece1,2021-07-13T23:01:17.150Z,5aa2d574cb4f0f7020b173ed
2761,2008-04-16T00:00:00.000Z,HEBBRONVILLE FIRE,2008-04-16T00:00:00.000Z,2008-04-18T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-04-23T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,51b9eee967e02d4c9f3039884f01f5a5278fa62b,2021-07-13T23:01:17.149Z,5aa2d574cb4f0f7020b173f1
1750,2008-03-20T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2008-03-14T00:00:00.000Z,2008-03-16T00:00:00.000Z,Major Disaster,GA,Georgia,Severe Storm(s),2008-03-20T00:00:00.000Z,2019-02-07T00:00:00.000Z,2018-02-28T00:00:00.000Z,3ea8fa550c81efa42fcc7edb0b9112a3c1cb93a2,2021-07-13T23:01:17.153Z,5aa2d574cb4f0f7020b173ee
2750,2008-03-12T00:00:00.000Z,ARABELLA FIRE,2008-03-11T00:00:00.000Z,2008-03-15T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-03-20T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,e05b58ebcc03cf0ce22bfc099629dd9fd3d2db12,2021-07-13T23:01:17.161Z,5aa2d574cb4f0f7020b173f3
2747,2008-02-25T00:00:00.000Z,SILVER FIRE,2008-02-25T00:00:00.000Z,2008-03-02T00:00:00.000Z,Fire Management,TX,Texas,Fire,2008-03-04T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-09-13T00:00:00.000Z,8e6773347a6afb6e277035737b601cd2d2aea52c,2021-07-13T23:01:17.208Z,5aa2d574cb4f0f7020b173f4
3280,2007-12-10T00:00:00.000Z,SEVERE WINTER STORMS,2007-12-08T00:00:00.000Z,2008-01-03T00:00:00.000Z,Emergency,OK,Oklahoma,Severe Ice Storm,2007-12-11T00:00:00.000Z,2011-03-03T00:00:00.000Z,2011-02-28T00:00:00.000Z,647191e81ffc801cb964700bdee6f3458123afce,2021-07-13T23:01:17.231Z,5aa2d574cb4f0f7020b173f8
2740,2007-10-28T00:00:00.000Z,PUAKO FIRE,2007-10-28T00:00:00.000Z,2007-11-07T00:00:00.000Z,Fire Management,HI,Hawaii,Fire,2007-10-30T00:00:00.000Z,2010-12-07T00:00:00.000Z,2010-10-28T00:00:00.000Z,52c5af620986473af2163097a2052b82290789dc,2021-07-13T23:01:17.235Z,5aa2d574cb4f0f7020b173f9
2756,2008-03-21T00:00:00.000Z,QUINLAN FIRE,2008-03-21T00:00:00.000Z,,Fire Management,OK,Oklahoma,Fire,2008-03-31T00:00:00.000Z,2010-04-13T00:00:00.000Z,2010-04-09T00:00:00.000Z,5e8349d5c1bb92bec605feda526a3eba3616173f,2021-07-13T23:01:17.152Z,5aa2d574cb4f0f7020b173fd
