disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh,id
3397,2018-02-11T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Emergency,AS,American Samoa,Hurricane,2018-02-11T00:00:00.000Z,2018-09-26T00:00:00.000Z,,0d548a11763653005b93ff0697cacdc6bc9c9cce,2021-07-13T23:01:15.083Z,5aa2d570cb4f0f7020b1703a
3390,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.,Hurricane,2017-09-18T00:00:00.000Z,2018-09-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,2f759fed8f206694f47538ffda1be535c6aa234f,2021-07-13T23:01:15.162Z,5aa2d570cb4f0f7020b1703f
4352,2017-12-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-10-04T00:00:00.000Z,2017-10-06T00:00:00.000Z,Major Disaster,NM,New Mexico,Flood,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,9426023f5a3c2be37671a5bb498848756552c2a4,2021-07-13T23:01:15.087Z,5aa2d570cb4f0f7020b1703b
3388,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Emergency,FL,Florida,Hurricane,2017-09-09T00:00:00.000Z,2018-04-03T00:00:00.000Z,2018-03-28T00:00:00.000Z,0302a9f6b2dcbec3c243c6f03807b733d263983f,2021-07-13T23:01:15.173Z,5aa2d570cb4f0f7020b17040
3395,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-07T00:00:00.000Z,2017-10-11T00:00:00.000Z,Emergency,FL,Florida,Hurricane,2017-10-08T00:00:00.000Z,2017-10-13T00:00:00.000Z,,8e70993c0499f478a5db4b69e761d53db128ea87,2021-07-13T23:01:15.114Z,5aa2d570cb4f0f7020b1703d
3392,2017-10-06T00:00:00.000Z,TROPICAL STORM NATE,2017-10-05T00:00:00.000Z,2017-10-08T00:00:00.000Z,Emergency,LA,Louisiana,Hurricane,2017-10-06T00:00:00.000Z,2017-10-13T00:00:00.000Z,,df6da42bd45d0819eb850e937f551d08826f0e75,2021-07-13T23:01:15.154Z,5aa2d570cb4f0f7020b1703e
4332,2017-08-25T00:00:00.000Z,HURRICANE HARVEY,2017-08-23T00:00:00.000Z,2017-09-15T00:00:00.000Z,Major Disaster,TX,Texas,Hurricane,2017-08-26T00:00:00.000Z,2017-09-15T00:00:00.000Z,,b5216b615cad6f6ba24751905d0b9d9c6b33fc68,2021-07-13T23:01:15.187Z,5aa2d570cb4f0f7020b17042
4348,2017-11-14T00:00:00.000Z,FLOODING,2017-05-02T00:00:00.000Z,2017-08-06T00:00:00.000Z,Major Disaster,NY,New York,Flood,2017-11-14T00:00:00.000Z,2017-11-14T00:00:00.000Z,,d89a6c4e2b158cb462f414edb73991285f8b47fd,2021-07-13T23:01:15.097Z,5aa2d570cb4f0f7020b1703c
3384,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,PR,Puerto Rico,Hurricane,2017-09-06T00:00:00.000Z,2017-09-18T00:00:00.000Z,,7381db2d356a86658ab0562d051849619d413f8a,2021-07-13T23:01:15.177Z,5aa2d570cb4f0f7020b17041
4327,2017-08-05T00:00:00.000Z,FLOODING,2017-06-07T00:00:00.000Z,2017-06-22T00:00:00.000Z,Major Disaster,WY,Wyoming,Flood,2017-08-06T00:00:00.000Z,2017-08-06T00:00:00.000Z,,e96f3b1cd09ff58f7c341c878adcbcce10f2e57e,2021-07-13T23:01:15.196Z,5aa2d570cb4f0f7020b17043
4302,2017-02-14T00:00:00.000Z,SEVERE WINTER STORM,2017-01-03T00:00:00.000Z,2017-01-05T00:00:00.000Z,Major Disaster,CA,California,Severe Storm(s),2017-02-15T00:00:00.000Z,2017-02-15T00:00:00.000Z,,c9fadc71dc3046c04721e1d5be4d0b5aba82aba2,2021-07-13T23:01:15.284Z,5aa2d570cb4f0f7020b17048
4342,2017-10-07T00:00:00.000Z,FLOODING,2017-03-29T00:00:00.000Z,2017-06-15T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-10-07T00:00:00.000Z,2017-10-07T00:00:00.000Z,,625c32fd7217d1a833c71331429d688feb10560e,2021-07-13T23:01:15.153Z,5aa2d570cb4f0f7020b1704d
4328,2017-08-08T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-01-07T00:00:00.000Z,2017-01-10T00:00:00.000Z,Major Disaster,OR,Oregon,Severe Storm(s),2017-08-08T00:00:00.000Z,2017-08-08T00:00:00.000Z,,78581df347ac3f9e9f221da359e32d8061d22b26,2021-07-13T23:01:15.195Z,5aa2d570cb4f0f7020b17052
4303,2017-02-17T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-05T00:00:00.000Z,2017-01-14T00:00:00.000Z,Major Disaster,NV,Nevada,Severe Storm(s),2017-02-18T00:00:00.000Z,2017-02-18T00:00:00.000Z,,bfb8c947026c9953006016f9827a0198551e5188,2021-07-13T23:01:15.283Z,5aa2d570cb4f0f7020b17057
4341,2017-09-27T00:00:00.000Z,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2017-09-27T00:00:00.000Z,2017-10-13T00:00:00.000Z,,e7b9cf1180401d13ad4401c951af30a9a2608875,2021-07-13T23:01:15.155Z,5aa2d570cb4f0f7020b1705c
4307,2017-03-27T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-05T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,NV,Nevada,Severe Storm(s),2017-03-28T00:00:00.000Z,2017-03-28T00:00:00.000Z,,16ec88897aaa3e52a7183c4631e078e50038b6bb,2021-07-13T23:01:15.272Z,5aa2d570cb4f0f7020b17047
4344,2017-10-10T00:00:00.000Z,WILDFIRES,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,Major Disaster,CA,California,Fire,2017-10-10T00:00:00.000Z,2017-11-07T00:00:00.000Z,,a193c06fac8b59dd197ed60f82396ab77c0e4a2b,2021-07-13T23:01:15.100Z,5aa2d570cb4f0f7020b1704c
4334,2017-08-27T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,IA,Iowa,Severe Storm(s),2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,df09b27c3276e9ee751e1d6c3676d7ea15c8595c,2021-07-13T23:01:15.187Z,5aa2d570cb4f0f7020b17051
4308,2017-04-01T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,Major Disaster,CA,California,Flood,2017-04-02T00:00:00.000Z,2017-04-02T00:00:00.000Z,,321b988646ae2100723c499f3b58c2d7661a0738,2021-07-13T23:01:15.270Z,5aa2d570cb4f0f7020b17056
3394,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,AL,Alabama,Hurricane,2017-10-08T00:00:00.000Z,2019-02-07T00:00:00.000Z,2017-12-18T00:00:00.000Z,47e072a37711df35813b3e1093ee949000102977,2021-07-13T23:01:15.147Z,5aa2d570cb4f0f7020b1705b
4317,2017-06-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-11T00:00:00.000Z,Major Disaster,MO,Missouri,Flood,2017-06-02T00:00:00.000Z,2017-06-02T00:00:00.000Z,,c2ddeced188735d648c025b4c66fd3dea2c1d7e5,2021-07-13T23:01:15.256Z,5aa2d570cb4f0f7020b17045
4353,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,b22716ae9f8ea2b112eed98f4b172acbf7a6eb08,2021-07-13T23:01:15.086Z,5aa2d570cb4f0f7020b1704a
4336,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Hurricane,2017-09-10T00:00:00.000Z,2017-09-18T00:00:00.000Z,,3adeacdd60272ab6ab163fe76c2e7c018e830fbc,2021-07-13T23:01:15.170Z,5aa2d570cb4f0f7020b1704f
4318,2017-06-15T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-26T00:00:00.000Z,2017-05-19T00:00:00.000Z,Major Disaster,AR,Arkansas,Severe Storm(s),2017-06-15T00:00:00.000Z,2017-06-15T00:00:00.000Z,,1b036c0d0c916b4e7723521d32c28ccde1111f7b,2021-07-13T23:01:15.254Z,5aa2d570cb4f0f7020b17054
4351,2017-12-20T00:00:00.000Z,SEVERE STORM,2017-09-28T00:00:00.000Z,2017-09-30T00:00:00.000Z,Major Disaster,AK,Alaska,Severe Storm(s),2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,337caff71c20a968838f46ab21c910cf120ca3d1,2021-07-13T23:01:15.088Z,5aa2d570cb4f0f7020b17059
3396,2017-12-08T00:00:00.000Z,WILDFIRES,2017-12-04T00:00:00.000Z,2017-12-29T00:00:00.000Z,Emergency,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-05-23T00:00:00.000Z,,8b33148321f8e3706032c5036edf3d83f1d5fe4f,2021-07-13T23:01:15.090Z,5aa2d570cb4f0f7020b1705e
4312,2017-05-02T00:00:00.000Z,FLOODING,2017-02-08T00:00:00.000Z,2017-02-11T00:00:00.000Z,Major Disaster,CA,California,Severe Storm(s),2017-05-02T00:00:00.000Z,2017-05-02T00:00:00.000Z,,a738cd28a2ec5339089e1516c1742dd27274ccc1,2021-07-13T23:01:15.264Z,5aa2d570cb4f0f7020b17046
4349,2017-11-16T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,AL,Alabama,Hurricane,2017-11-17T00:00:00.000Z,2017-11-17T00:00:00.000Z,,8ed1d4019cbdc4c57d878a73b887a30b8a4edb75,2021-07-13T23:01:15.096Z,5aa2d570cb4f0f7020b1704b
3385,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Emergency,FL,Florida,Hurricane,2017-09-06T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,f04bd25d43cbe52cb34eff87389280a727d9cf49,2021-07-13T23:01:15.177Z,5aa2d570cb4f0f7020b17050
4313,2017-05-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-03-06T00:00:00.000Z,2017-03-28T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-05-18T00:00:00.000Z,2017-05-18T00:00:00.000Z,,62c7196d11e4f8d41fb54d12957382c2fb0ee4b4,2021-07-13T23:01:15.263Z,5aa2d570cb4f0f7020b17055
4347,2017-11-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-22T00:00:00.000Z,2017-07-27T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Storm(s),2017-11-08T00:00:00.000Z,2017-11-08T00:00:00.000Z,,ef391deeb6b3eb34dce83364fa7479be0018d85e,2021-07-13T23:01:15.098Z,5aa2d570cb4f0f7020b1705a
4346,2017-10-16T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Major Disaster,SC,South Carolina,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,3b884874029188c449d400e22ab637254e279ec2,2021-07-13T23:01:15.099Z,5aa2d570cb4f0f7020b1705f
4322,2017-07-12T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NY,New York,Snow,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,9cb64e12acd2f2f0bc91e7239e2416dda9fad64b,2021-07-13T23:01:15.245Z,5aa2d570cb4f0f7020b17044
4357,2018-03-02T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Major Disaster,AS,American Samoa,Hurricane,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,,e95a392ee062eefc46d4de37bf1e96b54b0057c8,2021-07-13T23:01:15.083Z,5aa2d570cb4f0f7020b17049
3391,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Emergency,PR,Puerto Rico,Hurricane,2017-09-18T00:00:00.000Z,2021-07-19T00:00:00.000Z,2018-09-07T00:00:00.000Z,1b2f284512c59c5359629375c6fdcf197722c422,2021-07-19T14:01:38.272Z,5aa2d570cb4f0f7020b1704e
4323,2017-07-12T00:00:00.000Z,FLOODING,2017-03-23T00:00:00.000Z,2017-04-29T00:00:00.000Z,Major Disaster,ND,North Dakota,Flood,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,a72118b77361ff0f3b41e7e8cacf434063bafb2b,2021-07-13T23:01:15.245Z,5aa2d570cb4f0f7020b17053
4356,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-10-30T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,c0912a48e90ac7d1ffc39e241b500168b7918a5b,2021-07-13T23:01:15.084Z,5aa2d570cb4f0f7020b17058
4355,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,114d45bd440fff6a48d6e7f51d3463b80a55c21a,2021-07-13T23:01:15.085Z,5aa2d570cb4f0f7020b1705d
4326,2017-08-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-22T00:00:00.000Z,2017-06-27T00:00:00.000Z,Major Disaster,MI,Michigan,Severe Storm(s),2017-08-02T00:00:00.000Z,2017-08-02T00:00:00.000Z,,650e81b6241881dcaa17a7ce186fc84b2401c759,2021-07-13T23:01:15.200Z,5aa2d570cb4f0f7020b17064
3381,2017-02-14T00:00:00.000Z,POTENTIAL FAILURE OF THE EMERGENCY SPILLWAY AT OROVILLE LAKE,2017-02-07T00:00:00.000Z,2017-02-23T00:00:00.000Z,Emergency,CA,California,Dam/Levee Break,2017-02-15T00:00:00.000Z,2017-10-20T00:00:00.000Z,,0bbb65c6008e5d56a598044a7467cdf49b6f2d25,2021-07-13T23:01:15.288Z,5aa2d570cb4f0f7020b17069
3382,2017-08-28T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-27T00:00:00.000Z,2017-09-10T00:00:00.000Z,Emergency,LA,Louisiana,Hurricane,2017-08-28T00:00:00.000Z,2019-02-07T00:00:00.000Z,2018-05-17T00:00:00.000Z,74c8b278adaf1381830d055d2f6517f7f965dcfd,2021-07-13T23:01:15.185Z,5aa2d570cb4f0f7020b1706e
4310,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-05T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,b0c84ccde452fa51ccae2bb89ecdc0e402155db8,2021-07-13T23:01:15.269Z,5aa2d570cb4f0f7020b17073
3383,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.,Hurricane,2017-09-06T00:00:00.000Z,2018-09-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,566a96070322fc5307f23684aadc1e43089ed3cb,2021-07-13T23:01:15.178Z,5aa2d570cb4f0f7020b17062
4311,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-07T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,UT,Utah,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,064300d0b0b24edc44f37ee14271a35a88824b09,2021-07-13T23:01:15.268Z,5aa2d570cb4f0f7020b17067
3389,2017-09-11T00:00:00.000Z,HURRICANE IRMA,2017-09-08T00:00:00.000Z,2017-09-14T00:00:00.000Z,Emergency,AL,Alabama,Hurricane,2017-09-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,22271399f63ca959cdba39e70e317b43b6bcae24,2021-07-13T23:01:15.165Z,5aa2d570cb4f0f7020b1706c
4320,2017-06-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,Major Disaster,TN,Tennessee,Severe Storm(s),2017-06-23T00:00:00.000Z,2017-06-23T00:00:00.000Z,,b4de63260da759847b936086745a4b23c5bbda69,2021-07-13T23:01:15.251Z,5aa2d570cb4f0f7020b17071
4338,2017-09-15T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Major Disaster,GA,Georgia,Hurricane,2017-09-16T00:00:00.000Z,2017-09-27T00:00:00.000Z,,e14f475dd73bde07b51eb3766b04eb710ed7b541,2021-07-13T23:01:15.164Z,5aa2d570cb4f0f7020b17060
4321,2017-06-26T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-04-29T00:00:00.000Z,2017-05-03T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,,a398f4414ee7a79c964c21ea00b22011f4bb06ab,2021-07-13T23:01:15.250Z,5aa2d570cb4f0f7020b17065
3393,2017-10-07T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,MS,Mississippi,Hurricane,2017-10-08T00:00:00.000Z,2019-02-07T00:00:00.000Z,2017-12-19T00:00:00.000Z,2cd93f5857f562f3434bf79f47b501ed5b9c6a7c,2021-07-13T23:01:15.149Z,5aa2d570cb4f0f7020b1706a
4330,2017-08-16T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-29T00:00:00.000Z,2017-07-01T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm(s),2017-08-16T00:00:00.000Z,2017-08-16T00:00:00.000Z,,71501a0fd84a78e1fe331249d25c5c3bd4e87250,2021-07-13T23:01:15.193Z,5aa2d570cb4f0f7020b1706f
4305,2017-03-16T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,Major Disaster,CA,California,Flood,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,,6285bceceffb3be981b0cc645ceb261f42048f52,2021-07-13T23:01:15.273Z,5aa2d570cb4f0f7020b17074
4339,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Hurricane,2017-09-21T00:00:00.000Z,2017-12-06T00:00:00.000Z,,6e7b3f12c979019716b45e995338dba9e9710e7e,2021-07-13T23:01:15.159Z,5aa2d570cb4f0f7020b17079
4324,2017-07-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-16T00:00:00.000Z,2017-05-20T00:00:00.000Z,Major Disaster,OK,Oklahoma,Tornado,2017-07-25T00:00:00.000Z,2017-07-25T00:00:00.000Z,,eefa265e6db4e3468239c85e696426c3559cb15f,2021-07-13T23:01:15.241Z,5aa2d570cb4f0f7020b1707e
4331,2017-08-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-07-28T00:00:00.000Z,2017-07-29T00:00:00.000Z,Major Disaster,WV,West Virginia,Severe Storm(s),2017-08-19T00:00:00.000Z,2017-08-19T00:00:00.000Z,,7cb6b0576a6dc6099b3f053c19bb009d4a3b4c0b,2021-07-13T23:01:15.188Z,5aa2d570cb4f0f7020b17063
4306,2017-03-21T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,WY,Wyoming,Severe Storm(s),2017-03-22T00:00:00.000Z,2017-03-22T00:00:00.000Z,,105df931e74940c4f7fd6ecae6144ca602174ce4,2021-07-13T23:01:15.273Z,5aa2d570cb4f0f7020b17068
3386,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Emergency,SC,South Carolina,Hurricane,2017-09-07T00:00:00.000Z,2019-05-28T00:00:00.000Z,2018-07-18T00:00:00.000Z,9c81530a2a0b75b1dc4ccb0d35e855cce7cd43f6,2021-07-13T23:01:15.175Z,5aa2d570cb4f0f7020b1706d
4315,2017-05-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-02T00:00:00.000Z,Major Disaster,OK,Oklahoma,Severe Storm(s),2017-05-26T00:00:00.000Z,2017-05-26T00:00:00.000Z,,aa3171a1e352cfeeba8690a2d74095c2c20bbc77,2021-07-13T23:01:15.259Z,5aa2d570cb4f0f7020b17072
4345,2017-10-16T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-28T00:00:00.000Z,2017-09-10T00:00:00.000Z,Major Disaster,LA,Louisiana,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,798e83ad00d56bd2a9a74df331afe42e1a27b94c,2021-07-13T23:01:15.099Z,5aa2d570cb4f0f7020b17077
4333,2017-08-27T00:00:00.000Z,"FLOODING, LANDSLIDES, AND MUDSLIDES",2017-05-06T00:00:00.000Z,2017-06-16T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,2cce3d675ba1033897a11fb3a6b14e473cbbef19,2021-07-13T23:01:15.186Z,5aa2d570cb4f0f7020b1707c
4309,2017-04-21T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",2017-01-30T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,WA,Washington,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,861006ecd939a03d7fba22a210d0cb5dce895fa3,2021-07-13T23:01:15.269Z,5aa2d570cb4f0f7020b17081
4350,2017-11-22T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,MS,Mississippi,Hurricane,2017-11-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,,39de092a12078886fab04650962b360b473d7fe4,2021-07-13T23:01:15.095Z,5aa2d570cb4f0f7020b17076
4335,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.,Hurricane,2017-09-07T00:00:00.000Z,2017-09-18T00:00:00.000Z,,ac1394a2ced1835153a3ad7e88786a60a2027f64,2021-07-13T23:01:15.176Z,5aa2d570cb4f0f7020b1707b
4314,2017-05-22T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-30T00:00:00.000Z,2017-04-30T00:00:00.000Z,Major Disaster,MS,Mississippi,Severe Storm(s),2017-05-22T00:00:00.000Z,2017-05-22T00:00:00.000Z,,7e0a564d3f1d98df749e440e16439c9a8f4036b2,2021-07-13T23:01:15.262Z,5aa2d570cb4f0f7020b17080
4343,2017-10-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUD",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,WI,Wisconsin,Severe Storm(s),2017-10-07T00:00:00.000Z,2017-10-08T00:00:00.000Z,,b99c5d1004f4b613234ed23b4ea65040a4460cdc,2021-07-13T23:01:15.152Z,5aa2d570cb4f0f7020b17078
4329,2017-08-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-07-01T00:00:00.000Z,2017-07-02T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2017-08-09T00:00:00.000Z,2017-08-09T00:00:00.000Z,,ada01c7d6892ebe545b95679317ad6f92974c757,2021-07-13T23:01:15.194Z,5aa2d570cb4f0f7020b1707d
4304,2017-02-24T00:00:00.000Z,SEVERE WINTER STORM,2017-01-13T00:00:00.000Z,2017-01-16T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Ice Storm,2017-02-24T00:00:00.000Z,2017-02-24T00:00:00.000Z,,adef1cbf156892e5c752e0fa8b0199f3e2a285a4,2021-07-13T23:01:15.282Z,5aa2d570cb4f0f7020b17082
3387,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Emergency,GA,Georgia,Hurricane,2017-09-08T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,e9256c414a8a6f3e3d5e24d404edd4481bba17aa,2021-07-13T23:01:15.174Z,5aa2d570cb4f0f7020b17061
4316,2017-06-01T00:00:00.000Z,SEVERE WINTER STORM ,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,,2aeb0d1000038e1b75a15d4838b523e47cec98f0,2021-07-13T23:01:15.259Z,5aa2d570cb4f0f7020b17066
4340,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.,Hurricane,2017-09-21T00:00:00.000Z,2017-11-22T00:00:00.000Z,,3ec62065e65a5ae50499c93ce47dfaf1c791aeca,2021-07-13T23:01:15.157Z,5aa2d570cb4f0f7020b1706b
4325,2017-08-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-06-12T00:00:00.000Z,2017-06-17T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2017-08-01T00:00:00.000Z,2017-08-01T00:00:00.000Z,,fbe548e43195d83bd70b4e319abef63d9017834b,2021-07-13T23:01:15.201Z,5aa2d570cb4f0f7020b17070
4354,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,ME,Maine,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,7524efbf619760559367ec468e244cf1925fb8dd,2021-07-13T23:01:15.086Z,5aa2d570cb4f0f7020b17075
